campaign_id,brand_name,brand_category,region,platform,influencer_id,influencer_handle,influencer_category,influencer_tier,followers_start,posts_count,campaign_objective,impressions,avg_likes_per_post,avg_comments_per_post,avg_saves_shares_per_post,click_through_rate,landing_page_conv_rate,clicks,orders,new_customers,avg_order_value,revenue,influencer_fee,product_cost,other_campaign_costs,total_spend,cpm,cpc,cpa,roas,roi,campaign_success_label
CMP_00239,Brand_538,Tech,India,Instagram,INF_8160,@creator_68535,Fitness,Mega,4648182,3,Awareness,6280805,67548,16882,25350,0.0087,0.0469,54800,2571,1589,1123.06,2887385.56,1345168.27,443735.56,169523.03,1958426.86,311.81,35.74,761.74,1.47,0.47,0
CMP_00240,Brand_811,Food,US,TikTok,INF_2036,@creator_20024,Family,Micro,49308,1,Conversions,17917,325,91,109,0.003,0.0429,53,2,1,598.06,1196.11,115067.81,33314.06,20676.19,169058.05,9435.62,3189.77,84529.02,0.01,-0.99,0
CMP_00241,Brand_725,Tech,US,Instagram,INF_3785,@creator_97985,Other,Nano,1519,1,Traffic,314,0,10,0,0.026,0.0255,8,0,0,2074.68,0.0,16990.79,5597.32,1977.55,24565.66,78234.58,3070.71,0.0,0.0,-1.0,0
CMP_00242,Brand_227,D2C,SEA,Instagram,INF_5777,@creator_25994,Fitness,Nano,7348,4,Conversions,6089,33,17,0,0.0192,0.0433,116,5,4,2788.96,13944.8,11915.6,1460.66,930.6,14306.86,2349.62,123.33,2861.37,0.97,-0.03,0
CMP_00243,Brand_222,D2C,India,Instagram,INF_4636,@creator_65182,Fashion,Nano,8769,2,Traffic,7898,107,22,13,0.0346,0.0273,273,7,5,1108.48,7759.35,4046.76,516.1,891.25,5454.11,690.57,19.98,779.16,1.42,0.42,0
CMP_00244,Brand_594,Fitness,US,YouTube,INF_8653,@creator_84323,Fitness,Nano,5859,3,Awareness,3233,14,0,8,0.0224,0.0522,72,3,2,1405.3,4215.91,18401.14,4036.99,5205.13,27643.26,8550.34,383.93,9214.42,0.15,-0.85,0
CMP_00245,Brand_298,Beauty,MENA,TikTok,INF_4052,@creator_54377,Travel,Micro,65597,4,Awareness,48774,469,132,206,0.0239,0.0391,1165,45,33,1639.17,73762.46,129238.87,26568.79,20876.9,176684.56,3622.52,151.66,3926.32,0.42,-0.58,0
CMP_00246,Brand_511,Tech,India,Instagram,INF_3311,@creator_49993,Other,Micro,10592,2,Awareness,7229,88,16,3,0.0234,0.0226,168,3,1,2111.57,6334.72,73274.49,25800.27,3984.27,103059.03,14256.33,613.45,34353.01,0.06,-0.94,0
CMP_00247,Brand_764,D2C,SEA,Instagram,INF_5698,@creator_63463,Family,Nano,2236,5,Awareness,3949,90,13,30,0.0142,0.0127,56,0,0,2806.47,0.0,16091.1,6256.54,3332.25,25679.89,6502.89,458.57,0.0,0.0,-1.0,0
CMP_00248,Brand_635,Fitness,US,Instagram,INF_4670,@creator_12251,Fashion,Nano,5982,5,Traffic,14434,15,9,27,0.0269,0.0383,388,14,8,858.71,12021.96,24507.24,2558.41,6869.03,33934.68,2351.02,87.46,2423.91,0.35,-0.65,0
CMP_00249,Brand_968,Gaming,India,Instagram,INF_2294,@creator_90632,Family,Macro,179217,2,Traffic,109963,799,188,278,0.0097,0.0143,1065,15,10,708.21,10623.09,496591.2,89240.25,136043.11,721874.56,6564.7,677.82,48124.97,0.01,-0.99,0
CMP_00250,Brand_167,Fashion,MENA,TikTok,INF_9867,@creator_60975,Fashion,Nano,9296,4,Traffic,11682,137,5,84,0.0467,0.0273,546,14,10,1758.81,24623.32,14577.03,5131.2,2714.91,22423.13,1919.46,41.07,1601.65,1.1,0.1,0
CMP_00251,Brand_858,Tech,India,TikTok,INF_2044,@creator_56691,Fashion,Nano,2322,4,Traffic,3244,26,13,0,0.0274,0.0204,88,1,0,2601.67,2601.67,8894.79,2572.29,1401.25,12868.33,3966.81,146.23,12868.33,0.2,-0.8,0
CMP_00252,Brand_271,Tech,EU,Instagram,INF_9553,@creator_30104,Beauty,Macro,872470,1,Awareness,151416,3154,781,1202,0.0284,0.0431,4299,185,112,1727.07,319508.8,412029.31,118675.16,35650.48,566354.95,3740.39,131.74,3061.38,0.56,-0.44,0
CMP_00253,Brand_131,Fitness,EU,TikTok,INF_3149,@creator_36028,Other,Micro,39449,2,Conversions,39431,710,177,260,0.0222,0.0312,876,27,23,2226.06,60103.59,43775.89,17214.06,12742.65,73732.59,1869.91,84.17,2730.84,0.82,-0.18,0
CMP_00254,Brand_782,Fitness,India,YouTube,INF_7041,@creator_88209,Beauty,Nano,6545,3,Traffic,5805,0,14,12,0.0102,0.0299,58,1,0,1892.0,1892.0,11781.81,3682.7,2744.79,18209.29,3136.83,313.95,18209.29,0.1,-0.9,0
CMP_00255,Brand_798,Fashion,US,Instagram,INF_4906,@creator_47260,Family,Nano,2299,3,Traffic,2956,81,13,11,0.0373,0.0078,110,0,0,1626.29,0.0,10757.7,1129.57,2887.19,14774.46,4998.13,134.31,0.0,0.0,-1.0,0
CMP_00256,Brand_627,Fitness,EU,Instagram,INF_3926,@creator_91171,Beauty,Nano,3206,1,Conversions,866,22,8,26,0.003,0.0395,2,0,0,1119.49,0.0,8303.27,3017.35,973.95,12294.58,14196.97,6147.29,0.0,0.0,-1.0,0
CMP_00257,Brand_777,Fashion,India,YouTube,INF_8856,@creator_48169,Travel,Nano,2755,5,Awareness,4226,53,0,3,0.0054,0.0497,22,1,0,886.13,886.13,16185.33,6069.93,4049.64,26304.91,6224.54,1195.68,26304.91,0.03,-0.97,0
CMP_00258,Brand_880,Fashion,US,Instagram,INF_5541,@creator_29641,Family,Micro,15570,2,Traffic,11554,0,3,0,0.0175,0.0163,202,3,2,4185.69,12557.08,73964.97,11048.13,11211.84,96224.94,8328.28,476.36,32074.98,0.13,-0.87,0
CMP_00259,Brand_128,Fashion,US,TikTok,INF_8610,@creator_25791,Other,Micro,12139,1,Conversions,5908,7,14,14,0.0202,0.0158,119,1,0,1395.34,1395.34,109340.03,43604.59,27349.66,180294.28,30516.97,1515.08,180294.28,0.01,-0.99,0
CMP_00260,Brand_698,Fintech,India,Instagram,INF_6791,@creator_85839,Other,Nano,8415,3,Awareness,3849,68,10,3,0.018,0.0377,69,2,1,2136.29,4272.57,12044.09,2320.6,1712.44,16077.14,4176.96,233.0,8038.57,0.27,-0.73,0
CMP_00261,Brand_214,Beauty,US,Instagram,INF_1555,@creator_60715,Other,Macro,254954,5,Conversions,287414,717,157,257,0.0249,0.0307,7170,219,141,918.34,201117.17,1361421.46,247863.94,204096.82,1813382.22,6309.3,252.91,8280.28,0.11,-0.89,0
CMP_00262,Brand_918,D2C,US,TikTok,INF_3786,@creator_66321,Fitness,Nano,5027,5,Conversions,3887,0,29,0,0.02,0.0305,77,2,1,4097.48,8194.96,22102.85,3200.81,4687.22,29990.88,7715.69,389.49,14995.44,0.27,-0.73,0
CMP_00263,Brand_355,Fitness,US,TikTok,INF_3017,@creator_17957,Food,Nano,9169,5,Awareness,21870,92,41,34,0.0206,0.0467,451,21,16,1207.26,25352.51,17016.18,1704.82,4947.86,23668.86,1082.25,52.48,1127.09,1.07,0.07,0
CMP_00264,Brand_856,Gaming,India,Instagram,INF_8135,@creator_27393,Family,Micro,12644,4,Awareness,12439,136,12,21,0.0323,0.0218,402,8,5,1450.69,11605.53,72373.71,9777.32,11819.85,93970.87,7554.54,233.76,11746.36,0.12,-0.88,0
CMP_00265,Brand_695,Beauty,India,Instagram,INF_3233,@creator_69789,Fitness,Nano,2982,5,Awareness,4699,78,16,6,0.0166,0.0475,78,3,2,4704.17,14112.52,8575.06,2899.97,1471.66,12946.68,2755.2,165.98,4315.56,1.09,0.09,0
CMP_00266,Brand_165,Fashion,India,Instagram,INF_9636,@creator_52748,Fashion,Macro,201882,1,Awareness,53115,1039,251,334,0.003,0.0285,159,4,2,2801.21,11204.83,193056.67,45818.02,46310.44,285185.14,5369.2,1793.62,71296.28,0.04,-0.96,0
CMP_00267,Brand_601,Tech,India,Instagram,INF_8734,@creator_80400,Beauty,Micro,59684,5,Awareness,136091,487,129,157,0.0263,0.0258,3575,92,58,2476.96,227880.12,30652.0,4867.35,8764.68,44284.03,325.4,12.39,481.35,5.15,4.15,1
CMP_00268,Brand_776,Fitness,MENA,YouTube,INF_9328,@creator_98290,Fashion,Micro,18609,4,Conversions,24922,24,7,35,0.0162,0.0343,403,13,10,2005.48,26071.23,42467.87,11739.73,9204.55,63412.15,2544.42,157.35,4877.86,0.41,-0.59,0
CMP_00269,Brand_177,Fashion,India,YouTube,INF_9405,@creator_62389,Food,Nano,4174,3,Conversions,2353,0,3,8,0.0205,0.0108,48,0,0,2924.82,0.0,13806.14,3618.11,864.0,18288.25,7772.31,381.01,0.0,0.0,-1.0,0
CMP_00270,Brand_611,Fitness,India,Instagram,INF_5655,@creator_93029,Fitness,Micro,52884,5,Awareness,67535,251,58,105,0.0032,0.0329,212,6,3,1481.83,8891.01,38483.58,4458.24,7945.33,50887.15,753.49,240.03,8481.19,0.17,-0.83,0
CMP_00271,Brand_767,D2C,US,Instagram,INF_4083,@creator_10769,Food,Micro,36441,5,Awareness,35979,153,30,23,0.0321,0.0391,1153,45,39,1818.09,81814.08,103295.08,36427.85,10569.83,150292.76,4177.24,130.35,3339.84,0.54,-0.46,0
CMP_00272,Brand_191,D2C,US,YouTube,INF_4867,@creator_86154,Fitness,Macro,446946,2,Awareness,380914,2755,683,998,0.028,0.0323,10666,344,264,1106.89,380769.31,288959.58,96562.15,40570.45,426092.18,1118.6,39.95,1238.64,0.89,-0.11,0
CMP_00273,Brand_333,D2C,India,YouTube,INF_6609,@creator_61153,Food,Micro,13224,4,Awareness,18192,80,13,4,0.0242,0.045,440,19,15,3830.99,72788.74,130714.14,36863.33,11986.07,179563.54,9870.47,408.1,9450.71,0.41,-0.59,0
CMP_00274,Brand_718,Fintech,India,Instagram,INF_6193,@creator_11214,Other,Micro,14927,4,Traffic,21904,171,35,38,0.0172,0.0272,377,10,8,1594.12,15941.17,119167.57,29823.23,35196.78,184187.58,8408.86,488.56,18418.76,0.09,-0.91,0
CMP_00275,Brand_709,Food,US,Instagram,INF_1224,@creator_76273,Fashion,Nano,8479,4,Conversions,15102,0,18,10,0.0353,0.0355,532,18,14,1663.43,29941.7,33149.16,7612.2,9667.88,50429.24,3339.24,94.79,2801.62,0.59,-0.41,0
CMP_00276,Brand_260,D2C,India,Instagram,INF_2777,@creator_17490,Food,Mega,1672920,4,Conversions,2648264,5878,1470,2184,0.0241,0.0325,63945,2081,1257,4775.16,9937103.63,1077987.52,302189.38,282596.19,1662773.09,627.87,26.0,799.03,5.98,4.98,1
CMP_00277,Brand_459,Food,EU,Instagram,INF_5060,@creator_43172,Beauty,Nano,2198,2,Traffic,1443,0,0,19,0.0189,0.0385,27,1,0,1656.33,1656.33,16318.72,2822.12,3854.28,22995.12,15935.63,851.67,22995.12,0.07,-0.93,0
CMP_00278,Brand_444,Fintech,US,Instagram,INF_6534,@creator_45670,Travel,Nano,1767,4,Conversions,3207,111,0,18,0.0147,0.005,47,0,0,518.63,0.0,34581.92,6686.71,3536.5,44805.13,13971.04,953.3,0.0,0.0,-1.0,0
CMP_00279,Brand_697,Beauty,US,Instagram,INF_4994,@creator_60830,Food,Micro,18068,1,Conversions,8626,149,24,50,0.0153,0.0304,132,4,2,4248.08,16992.3,125722.12,40581.94,15079.33,181383.4,21027.52,1374.12,45345.85,0.09,-0.91,0
CMP_00280,Brand_911,Beauty,EU,Instagram,INF_9047,@creator_37885,Food,Micro,13819,3,Awareness,12611,82,23,18,0.0229,0.0251,288,7,4,3092.44,21647.05,123624.12,47250.01,7657.94,178532.07,14156.85,619.9,25504.58,0.12,-0.88,0
CMP_00281,Brand_681,D2C,India,Instagram,INF_9593,@creator_27358,Food,Nano,2659,2,Conversions,1889,0,6,0,0.033,0.0223,62,1,0,2957.41,2957.41,6674.44,1650.21,459.76,8784.41,4650.3,141.68,8784.41,0.34,-0.66,0
CMP_00282,Brand_311,Tech,India,Instagram,INF_8213,@creator_54223,Tech,Mega,4083361,3,Conversions,2687327,12290,3106,4644,0.0044,0.03,11931,357,278,2082.86,743581.86,656227.9,207609.08,70609.31,934446.29,347.72,78.32,2617.5,0.8,-0.2,0
CMP_00283,Brand_598,Food,EU,Instagram,INF_5607,@creator_13985,Fitness,Macro,887561,5,Traffic,1945372,10038,2497,3743,0.024,0.033,46693,1542,1164,1537.71,2371147.08,373626.09,103773.92,63749.3,541149.32,278.17,11.59,350.94,4.38,3.38,1
CMP_00284,Brand_891,D2C,India,Instagram,INF_5784,@creator_42624,Other,Micro,89228,4,Awareness,141727,388,90,175,0.0186,0.0137,2638,36,27,2283.01,82188.4,133569.78,37707.51,39516.19,210793.48,1487.32,79.91,5855.37,0.39,-0.61,0
CMP_00285,Brand_688,Food,EU,Instagram,INF_2558,@creator_48889,Travel,Nano,3627,5,Awareness,7792,58,0,15,0.0248,0.0409,193,7,6,1277.67,8943.66,13900.85,4695.18,1344.59,19940.62,2559.11,103.32,2848.66,0.45,-0.55,0
CMP_00286,Brand_554,Tech,India,TikTok,INF_7372,@creator_95501,Travel,Macro,231935,3,Conversions,106586,750,187,298,0.0233,0.0641,2478,158,103,1818.22,287278.81,448105.21,174849.95,52495.41,675450.57,6337.14,272.58,4275.0,0.43,-0.57,0
CMP_00287,Brand_778,Beauty,US,TikTok,INF_5234,@creator_56412,Food,Micro,13945,5,Traffic,11750,111,2,0,0.0231,0.0109,271,2,1,3594.9,7189.81,167067.14,36076.27,25905.83,229049.24,19493.55,845.2,114524.62,0.03,-0.97,0
CMP_00288,Brand_934,Fintech,India,Instagram,INF_8951,@creator_55687,Tech,Micro,94356,4,Awareness,178881,642,134,143,0.0208,0.0489,3728,182,124,1038.35,188979.14,48286.56,9989.28,4553.6,62829.44,351.24,16.85,345.22,3.01,2.01,1
CMP_00289,Brand_150,D2C,US,Instagram,INF_3986,@creator_75936,Food,Nano,8110,1,Traffic,1949,105,0,12,0.022,0.0184,42,0,0,2783.85,0.0,20320.83,5629.91,3163.46,29114.2,14938.02,693.2,0.0,0.0,-1.0,0
CMP_00290,Brand_877,Fintech,US,Instagram,INF_9493,@creator_82227,Food,Micro,34739,2,Conversions,27270,582,128,163,0.0174,0.0346,475,16,12,2534.11,40545.81,97188.56,36159.97,19130.84,152479.37,5591.47,321.01,9529.96,0.27,-0.73,0
CMP_00291,Brand_997,Fintech,India,Instagram,INF_6322,@creator_75294,Other,Micro,49825,5,Conversions,112266,537,116,178,0.0153,0.0078,1721,13,8,1092.25,14199.23,58502.98,15894.39,9387.59,83784.96,746.31,48.68,6445.0,0.17,-0.83,0
CMP_00292,Brand_910,Tech,SEA,Instagram,INF_4475,@creator_21345,Tech,Macro,214783,1,Awareness,58199,946,251,373,0.0297,0.0354,1727,61,46,1211.06,73874.93,312419.75,53097.69,83135.13,448652.57,7708.94,259.79,7354.96,0.16,-0.84,0
CMP_00293,Brand_901,Beauty,India,Instagram,INF_1386,@creator_65283,Fitness,Nano,2247,2,Conversions,1937,0,22,17,0.0078,0.0505,15,0,0,2978.66,0.0,12297.53,2627.82,1545.7,16471.06,8503.38,1098.07,0.0,0.0,-1.0,0
CMP_00294,Brand_264,Beauty,MENA,TikTok,INF_1556,@creator_34003,Other,Micro,45863,1,Awareness,18258,147,35,33,0.0183,0.0075,334,2,1,2222.63,4445.26,81049.77,9941.41,20821.3,111812.48,6124.03,334.77,55906.24,0.04,-0.96,0
CMP_00295,Brand_540,Gaming,India,Instagram,INF_1238,@creator_42275,Beauty,Nano,1229,4,Awareness,1014,31,7,3,0.0218,0.0155,22,0,0,1599.2,0.0,13972.57,1707.76,4166.73,19847.06,19573.04,902.14,0.0,0.0,-1.0,0
CMP_00296,Brand_696,Fashion,US,YouTube,INF_5331,@creator_62186,Family,Nano,1220,1,Awareness,573,0,1,34,0.0356,0.0634,20,1,0,3810.12,3810.12,23110.71,4143.52,2815.12,30069.36,52477.06,1503.47,30069.36,0.13,-0.87,0
CMP_00297,Brand_232,Fintech,India,TikTok,INF_5521,@creator_43892,Tech,Micro,64088,5,Awareness,95857,306,95,133,0.0132,0.007,1264,8,6,500.88,4007.04,56955.92,7830.7,4364.98,69151.6,721.4,54.71,8643.95,0.06,-0.94,0
CMP_00298,Brand_989,Beauty,India,Instagram,INF_3956,@creator_18077,Beauty,Mega,1353177,3,Traffic,1127858,11898,2958,4439,0.0326,0.0323,36779,1189,1001,2164.74,2573873.1,1143482.87,133117.7,210249.5,1486850.08,1318.3,40.43,1250.5,1.73,0.73,0
CMP_00299,Brand_888,Beauty,SEA,TikTok,INF_4349,@creator_19969,Fashion,Macro,855320,2,Awareness,832685,6330,1589,2363,0.0043,0.015,3544,53,46,1474.52,78149.5,128260.55,38623.61,15674.7,182558.87,219.24,51.51,3444.51,0.43,-0.57,0
CMP_00300,Brand_667,Fashion,India,Instagram,INF_7902,@creator_17612,Fitness,Nano,8117,5,Traffic,18233,0,0,27,0.0361,0.0303,658,19,15,1714.36,32572.82,19881.12,5740.56,2834.52,28456.19,1560.7,43.25,1497.69,1.14,0.14,0
CMP_00301,Brand_429,Fitness,SEA,TikTok,INF_7668,@creator_55784,Family,Nano,1587,2,Awareness,951,0,0,28,0.0079,0.0155,7,0,0,1469.94,0.0,9580.36,1043.66,502.44,11126.45,11699.74,1589.49,0.0,0.0,-1.0,0
CMP_00302,Brand_102,Fitness,SEA,Instagram,INF_3511,@creator_34226,Food,Nano,8642,2,Conversions,5681,89,5,7,0.0363,0.0321,206,6,4,2204.46,13226.76,10402.62,3720.52,2155.61,16278.75,2865.47,79.02,2713.12,0.81,-0.19,0
CMP_00303,Brand_480,D2C,India,Instagram,INF_2885,@creator_91867,Beauty,Nano,6326,5,Awareness,8946,68,17,37,0.0107,0.0311,95,2,1,2359.16,4718.32,17757.67,6452.33,3327.03,27537.03,3078.14,289.86,13768.51,0.17,-0.83,0
CMP_00304,Brand_251,Food,India,Instagram,INF_7694,@creator_91371,Fashion,Micro,72757,2,Awareness,70089,656,186,283,0.0359,0.0444,2514,111,95,1208.56,134149.79,81693.21,9320.32,15650.84,106664.37,1521.84,42.43,960.94,1.26,0.26,0
CMP_00305,Brand_929,Tech,EU,Instagram,INF_9234,@creator_80658,Beauty,Mega,3569299,5,Conversions,6907579,34372,8620,12930,0.003,0.0412,20722,853,755,1400.89,1194958.07,1469485.98,518385.21,206529.5,2194400.69,317.68,105.9,2572.57,0.54,-0.46,0
CMP_00306,Brand_275,D2C,India,Instagram,INF_3296,@creator_72709,Other,Micro,11499,4,Traffic,18951,156,39,63,0.0206,0.0344,390,13,8,2731.22,35505.83,69761.97,16827.41,6232.74,92822.11,4898.01,238.01,7140.16,0.38,-0.62,0
CMP_00307,Brand_378,Tech,India,TikTok,INF_9529,@creator_82258,Tech,Nano,1211,2,Awareness,521,11,6,14,0.0076,0.0075,3,0,0,1965.49,0.0,11688.59,2149.56,1144.08,14982.24,28756.69,4994.08,0.0,0.0,-1.0,0
CMP_00308,Brand_464,Gaming,India,Instagram,INF_6328,@creator_13621,Food,Nano,2271,4,Conversions,4413,38,16,0,0.0199,0.0296,87,2,1,1559.34,3118.68,13800.58,2557.06,2711.05,19068.69,4321.03,219.18,9534.35,0.16,-0.84,0
CMP_00309,Brand_113,Food,MENA,Instagram,INF_4923,@creator_34843,Family,Mega,1280620,5,Awareness,3050608,7474,1878,2780,0.0305,0.0295,93189,2745,2081,1485.39,4077400.48,1471342.21,199990.77,368812.61,2040145.59,668.77,21.89,743.22,2.0,1.0,0
CMP_00310,Brand_483,Fashion,MENA,Instagram,INF_5559,@creator_63517,Food,Macro,331306,5,Awareness,596905,3127,776,1166,0.0163,0.0153,9702,148,116,934.13,138251.11,210029.19,52739.91,20090.61,282859.72,473.88,29.15,1911.21,0.49,-0.51,0
CMP_00311,Brand_681,Beauty,US,TikTok,INF_2907,@creator_59932,Other,Micro,21657,4,Awareness,28886,187,52,82,0.017,0.0538,492,26,15,1616.5,42028.9,213600.61,63283.24,25388.03,302271.88,10464.3,614.37,11625.84,0.14,-0.86,0
CMP_00312,Brand_890,Tech,MENA,Instagram,INF_6150,@creator_42872,Family,Mega,1360349,2,Traffic,1331249,7043,1778,2664,0.0134,0.0365,17846,651,451,2088.55,1359647.3,940467.6,97093.42,211842.98,1249404.0,938.52,70.01,1919.21,1.09,0.09,0
CMP_00313,Brand_609,Tech,US,TikTok,INF_2245,@creator_34853,Fashion,Macro,383642,1,Traffic,179949,6151,1559,2371,0.0267,0.0477,4807,229,169,2039.01,466932.43,603649.54,173748.1,164675.72,942073.36,5235.22,195.98,4113.86,0.5,-0.5,0
CMP_00314,Brand_959,Beauty,India,Instagram,INF_1117,@creator_26865,Travel,Micro,17348,3,Traffic,16218,150,10,29,0.0357,0.0517,578,29,23,3250.91,94276.45,22474.7,8044.24,3698.51,34217.45,2109.84,59.2,1179.91,2.76,1.76,0
CMP_00315,Brand_198,Tech,US,Instagram,INF_8378,@creator_65833,Fitness,Macro,238972,5,App Installs,388932,1149,274,390,0.0269,0.0407,10477,426,284,2630.75,1120697.54,717916.72,179896.06,144493.53,1042306.3,2679.92,99.49,2446.73,1.08,0.08,0
CMP_00316,Brand_122,Fashion,US,Instagram,INF_6827,@creator_39480,Family,Nano,6497,5,Conversions,15474,72,25,31,0.0088,0.0214,136,2,1,1909.63,3819.27,21494.93,7273.86,3526.87,32295.67,2087.09,237.47,16147.83,0.12,-0.88,0
CMP_00317,Brand_881,Gaming,SEA,Instagram,INF_8952,@creator_55382,Travel,Macro,126914,3,Traffic,129172,863,211,338,0.003,0.0426,387,16,12,1803.01,28848.15,266352.32,38047.69,59655.03,364055.04,2818.37,940.71,22753.44,0.08,-0.92,0
CMP_00318,Brand_667,D2C,MENA,YouTube,INF_1625,@creator_38439,Food,Macro,105305,3,Conversions,53579,323,30,59,0.0106,0.0484,566,27,23,2323.56,62736.11,549557.38,120069.25,62379.02,732005.65,13662.17,1293.3,27111.32,0.09,-0.91,0
CMP_00319,Brand_532,Gaming,MENA,Instagram,INF_5725,@creator_53205,Beauty,Macro,211728,5,Awareness,176789,634,136,196,0.0119,0.0583,2106,122,101,1537.35,187556.26,664026.48,237046.63,187201.44,1088274.55,6155.78,516.75,8920.28,0.17,-0.83,0
CMP_00320,Brand_156,Beauty,India,TikTok,INF_1256,@creator_43439,Beauty,Mega,2413351,2,App Installs,991800,19930,5008,7498,0.0234,0.0052,23199,119,103,2090.15,248727.39,514888.82,192629.3,132969.28,840487.4,847.44,36.23,7062.92,0.3,-0.7,0
CMP_00321,Brand_131,Beauty,India,Instagram,INF_7282,@creator_26630,Other,Mega,2333856,4,Awareness,4500800,16032,3985,5942,0.0389,0.0275,175010,4819,2989,2040.16,9831544.85,1526828.3,239317.52,295247.28,2061393.11,458.01,11.78,427.76,4.77,3.77,1
CMP_00322,Brand_648,Fitness,MENA,Instagram,INF_8939,@creator_37610,Fashion,Micro,22506,4,Conversions,30317,107,34,40,0.0394,0.005,1195,5,3,1547.31,7736.55,82176.47,25638.46,23433.44,131248.38,4329.2,109.83,26249.68,0.06,-0.94,0
CMP_00323,Brand_463,Fitness,US,YouTube,INF_5242,@creator_30601,Food,Micro,14738,1,Conversions,5844,66,38,0,0.0193,0.0479,112,5,3,2851.51,14257.57,72754.72,26939.06,15900.31,115594.08,19779.96,1032.09,23118.82,0.12,-0.88,0
CMP_00324,Brand_995,Fintech,US,Instagram,INF_4741,@creator_72451,Fitness,Nano,1198,5,Traffic,1085,0,0,2,0.0227,0.0133,24,0,0,2098.46,0.0,39276.13,7300.56,6125.19,52701.87,48573.16,2195.91,0.0,0.0,-1.0,0
CMP_00325,Brand_656,Gaming,SEA,Instagram,INF_9655,@creator_48736,Fitness,Micro,18976,3,Awareness,21011,130,18,5,0.0466,0.0321,978,31,23,500.0,15500.0,22115.59,2805.5,3504.1,28425.19,1352.87,29.06,916.94,0.55,-0.45,0
CMP_00326,Brand_166,Tech,India,Instagram,INF_1671,@creator_43545,Fitness,Micro,73106,5,Awareness,138388,550,123,237,0.022,0.0154,3044,46,30,3058.07,140671.34,76115.83,26280.48,19846.25,122242.56,883.33,40.16,2657.45,1.15,0.15,0
CMP_00327,Brand_548,Tech,India,Instagram,INF_5483,@creator_81437,Fashion,Nano,8162,2,Traffic,5633,35,29,6,0.021,0.0148,118,1,0,3037.83,3037.83,13733.2,5488.77,2773.29,21995.26,3904.72,186.4,21995.26,0.14,-0.86,0
CMP_00328,Brand_578,Fintech,India,TikTok,INF_8034,@creator_50077,Beauty,Micro,23295,4,Awareness,26485,88,26,0,0.0308,0.0306,816,24,17,2045.9,49101.66,70075.09,21038.27,3727.39,94840.74,3580.92,116.23,3951.7,0.52,-0.48,0
CMP_00329,Brand_905,Fitness,India,Instagram,INF_4041,@creator_49159,Family,Nano,2750,5,App Installs,2881,53,0,0,0.0209,0.0676,60,4,3,1442.62,5770.48,12595.26,4930.48,1499.59,19025.32,6603.72,317.09,4756.33,0.3,-0.7,0
CMP_00330,Brand_992,Fashion,EU,Instagram,INF_9480,@creator_98263,Beauty,Nano,7651,4,Awareness,9880,0,13,54,0.0232,0.02,229,4,3,3365.5,13461.98,23251.72,9015.48,6574.95,38842.15,3931.39,169.62,9710.54,0.35,-0.65,0
CMP_00331,Brand_807,Beauty,India,YouTube,INF_3686,@creator_33572,Other,Macro,267612,3,Conversions,258774,916,247,373,0.0269,0.0243,6953,168,139,3722.66,625406.29,684163.92,162619.55,74989.01,921772.48,3562.08,132.57,5486.74,0.68,-0.32,0
CMP_00332,Brand_581,Fitness,India,YouTube,INF_1734,@creator_69812,Other,Micro,31665,5,Conversions,53814,123,10,9,0.0326,0.018,1753,31,21,725.21,22481.49,153829.3,28064.52,35886.57,217780.39,4046.91,124.23,7025.17,0.1,-0.9,0
CMP_00333,Brand_885,Food,US,Instagram,INF_4773,@creator_82154,Other,Micro,19862,4,Conversions,30597,191,42,42,0.0117,0.0564,357,20,16,1101.44,22028.86,82730.29,29121.02,19129.57,130980.88,4280.84,366.89,6549.04,0.17,-0.83,0
CMP_00334,Brand_640,Beauty,MENA,TikTok,INF_5775,@creator_71394,Beauty,Nano,1027,2,Conversions,532,28,7,6,0.0224,0.0063,11,0,0,3135.35,0.0,13249.05,3204.47,791.89,17245.41,32416.18,1567.76,0.0,0.0,-1.0,0
CMP_00335,Brand_572,Beauty,MENA,Instagram,INF_7312,@creator_52722,Other,Mega,1356587,1,Traffic,412608,10876,2717,4081,0.0449,0.0259,18535,479,334,2411.37,1155044.71,1129710.96,132063.19,63231.11,1325005.25,3211.29,71.49,2766.19,0.87,-0.13,0
CMP_00336,Brand_168,Beauty,US,TikTok,INF_4683,@creator_16704,Other,Nano,1461,1,Conversions,617,79,6,0,0.0252,0.0349,15,0,0,2040.1,0.0,21724.85,6905.39,5658.38,34288.62,55573.13,2285.91,0.0,0.0,-1.0,0
CMP_00337,Brand_512,Beauty,EU,Instagram,INF_7476,@creator_95279,Fashion,Nano,5327,5,Awareness,8868,47,1,0,0.0346,0.0615,307,18,14,1081.04,19458.74,12819.61,3669.56,2945.28,19434.44,2191.53,63.3,1079.69,1.0,0.0,0
CMP_00338,Brand_108,Beauty,India,Instagram,INF_5722,@creator_27772,Beauty,Macro,382292,2,Conversions,185508,1822,465,695,0.0151,0.0447,2800,125,87,3016.79,377098.79,116727.62,28464.7,6299.02,151491.34,816.63,54.1,1211.93,2.49,1.49,0
CMP_00339,Brand_997,Fintech,US,Instagram,INF_2050,@creator_39765,Family,Nano,3818,2,Awareness,2234,25,11,8,0.0189,0.0206,42,0,0,2189.21,0.0,11695.91,4536.59,1711.0,17943.51,8032.01,427.23,0.0,0.0,-1.0,0
