campaign_id,brand_name,brand_category,region,platform,influencer_id,influencer_handle,influencer_category,influencer_tier,followers_start,posts_count,campaign_objective,impressions,avg_likes_per_post,avg_comments_per_post,avg_saves_shares_per_post,click_through_rate,landing_page_conv_rate,clicks,orders,new_customers,avg_order_value,revenue,influencer_fee,product_cost,other_campaign_costs,total_spend,cpm,cpc,cpa,roas,roi,campaign_success_label,curve_k,curve_alpha,curve_beta
CMP_00438,Brand_686,Beauty,EU,TikTok,INF_1800,@creator_65215,Tech,Nano,2370,4,Traffic,1753,0,0,32,0.0189,0.0243,2473,60,46,1972.4,118640.95,35333.97,16131.05,3491.82,54956.84,31350.17,22.22,915.95,2.16,1.16,0,4.72,1.297,0.531
CMP_00439,Brand_478,Gaming,US,TikTok,INF_1987,@creator_70582,Tech,Mega,1410995,4,Conversions,1007374,4744,1173,1756,0.0216,0.0295,43621,1289,906,1807.48,2330844.52,1263232.52,539686.88,239851.82,2042771.22,2027.82,46.83,1584.77,1.14,0.14,0,3.397,1.083,0.568
CMP_00440,Brand_832,Food,India,Instagram,INF_6892,@creator_13449,Food,Micro,90926,2,Conversions,56683,537,121,180,0.0289,0.0287,18816,540,430,1833.72,990637.1,219465.8,76645.42,14174.21,310285.42,5474.05,16.49,574.6,3.19,2.19,1,3.566,1.074,0.491
CMP_00441,Brand_387,Food,India,YouTube,INF_1347,@creator_11783,Fitness,Nano,1507,2,Conversions,793,0,13,0,0.0336,0.0278,2082,58,38,503.0,29552.16,22250.87,3312.64,2322.23,27885.73,35164.86,13.39,480.79,1.06,0.06,0,3.625,1.349,0.477
CMP_00442,Brand_660,Gaming,US,YouTube,INF_2150,@creator_25624,Food,Macro,217435,4,Awareness,216168,581,115,172,0.0248,0.0262,32590,855,629,1641.89,1404402.92,505945.56,200581.31,106587.16,813114.03,3761.49,24.95,951.01,1.73,0.73,0,4.603,1.16,0.702
CMP_00443,Brand_162,Beauty,US,Instagram,INF_6546,@creator_36520,Fashion,Mega,1521588,2,Conversions,1095675,9004,2238,3332,0.0276,0.0174,24267,423,280,2768.25,1171685.95,1402776.41,316147.33,410821.96,2129745.7,1943.78,87.76,5034.86,0.55,-0.45,0,1.287,1.065,0.452
CMP_00444,Brand_840,Beauty,India,Instagram,INF_9849,@creator_58988,Beauty,Nano,3742,5,Conversions,6542,56,22,0,0.0315,0.0308,421,13,8,2460.65,33123.0,37696.23,6655.76,6717.89,51069.89,7806.46,121.31,3928.45,0.65,-0.35,0,1.062,1.161,0.558
CMP_00445,Brand_381,Fashion,US,YouTube,INF_8387,@creator_91664,Beauty,Nano,4133,4,Awareness,7057,0,27,0,0.0229,0.0512,449,23,16,2992.36,68973.38,25611.23,10207.8,7497.47,43316.5,6138.09,96.47,1883.33,1.59,0.59,0,4.88,1.374,0.858
CMP_00446,Brand_289,Fitness,India,Instagram,INF_7940,@creator_57198,Tech,Macro,284402,2,Conversions,171088,231,44,53,0.0152,0.049,8019,393,296,1908.27,750590.83,342891.12,108907.19,30586.04,482384.35,2819.51,60.16,1227.44,1.56,0.56,0,3.281,1.227,0.888
CMP_00447,Brand_416,Fintech,US,Instagram,INF_6684,@creator_52381,Beauty,Macro,199127,4,Traffic,204798,682,168,254,0.0036,0.0269,8489,228,197,1955.76,446970.02,242353.92,62245.83,32247.02,336846.78,1644.78,39.68,1477.4,1.33,0.33,0,2.188,1.176,0.992
CMP_00448,Brand_960,Fitness,SEA,YouTube,INF_3846,@creator_67693,Food,Nano,8231,5,Traffic,15583,3,5,4,0.0226,0.0132,2573,34,21,1089.24,38007.72,44434.76,9018.35,3784.61,57237.72,3673.09,22.25,1683.46,0.66,-0.34,0,1.315,1.199,0.962
CMP_00449,Brand_194,Tech,US,Instagram,INF_2918,@creator_76236,Beauty,Macro,306496,4,Traffic,457398,4099,1022,1550,0.0128,0.0419,16977,712,453,2537.63,1808262.4,604627.66,137240.29,129275.44,871143.4,1904.56,51.31,1223.52,2.08,1.08,0,3.899,1.071,0.707
CMP_00450,Brand_102,Fitness,India,Instagram,INF_7322,@creator_52916,Travel,Micro,24425,1,Awareness,9514,173,71,85,0.0194,0.0062,16073,100,74,2063.44,207414.66,102573.78,37366.83,20629.95,160570.56,16877.29,9.99,1605.71,1.29,0.29,0,2.101,1.216,0.843
CMP_00451,Brand_822,Food,India,Instagram,INF_4680,@creator_52771,Beauty,Nano,3391,4,Awareness,6717,96,24,18,0.0302,0.0331,4227,140,87,1238.98,174539.56,46090.69,13476.2,10023.47,69590.36,10360.33,16.46,497.07,2.51,1.51,0,2.679,1.084,0.328
CMP_00452,Brand_834,Fitness,US,Instagram,INF_7089,@creator_79854,Travel,Nano,1246,1,Conversions,363,0,13,19,0.0083,0.0253,1184,30,24,1114.59,34412.48,23818.25,9138.35,3520.79,36477.39,100488.68,30.81,1215.91,0.94,-0.06,0,1.719,1.15,0.619
CMP_00453,Brand_564,Food,US,Instagram,INF_6269,@creator_97507,Travel,Micro,75167,5,Conversions,85107,270,94,166,0.0298,0.0251,9031,227,153,1425.1,324533.25,167572.51,29300.37,41085.84,237958.73,2795.99,26.35,1048.28,1.36,0.36,0,1.668,1.128,0.39
CMP_00454,Brand_514,Gaming,US,TikTok,INF_8899,@creator_49913,Food,Macro,163681,4,Conversions,132763,1308,308,440,0.0287,0.0177,84934,1504,1201,1343.54,2021217.78,505770.92,221740.15,62113.36,789624.43,5947.62,9.3,525.02,2.56,1.56,0,4.189,1.21,0.53
CMP_00455,Brand_977,Fintech,India,Instagram,INF_6465,@creator_51163,Family,Nano,5543,1,Traffic,2256,19,8,8,0.009,0.0199,3564,71,50,1683.73,119646.68,30954.55,10304.26,8459.78,49718.59,22038.38,13.95,700.26,2.41,1.41,0,4.723,1.25,0.814
CMP_00456,Brand_372,Gaming,India,Instagram,INF_9814,@creator_39024,Family,Nano,1045,4,Conversions,1608,44,14,28,0.003,0.0335,955,32,27,1253.33,40382.68,42098.45,13309.87,7338.56,62746.89,39021.7,65.7,1960.84,0.64,-0.36,0,2.106,1.391,0.481
CMP_00457,Brand_126,Tech,SEA,YouTube,INF_5758,@creator_50950,Fashion,Nano,1561,5,Awareness,1171,0,0,0,0.0311,0.0463,453,21,14,1898.05,40496.34,33815.47,9354.69,9002.91,52173.08,44554.29,115.17,2484.43,0.78,-0.22,0,1.65,1.26,0.644
CMP_00458,Brand_652,Fitness,India,YouTube,INF_3233,@creator_41415,Tech,Micro,29740,3,Awareness,32014,15,36,11,0.0172,0.0281,2634,74,57,1581.82,117132.57,49963.3,20819.73,15645.17,86428.2,2699.7,32.81,1167.95,1.36,0.36,0,2.708,1.229,0.403
CMP_00459,Brand_191,Fintech,EU,TikTok,INF_6270,@creator_70012,Family,Nano,2374,3,Awareness,2705,0,0,17,0.0139,0.0176,3915,69,49,1546.68,107923.37,50888.76,13607.01,5161.02,69656.79,25751.12,17.79,1009.52,1.55,0.55,0,2.799,1.147,0.96
CMP_00460,Brand_175,Fitness,India,Instagram,INF_2501,@creator_84586,Fitness,Nano,6314,1,Awareness,2096,41,16,0,0.0134,0.0473,972,46,36,1774.79,82293.92,22027.54,7159.57,4820.58,34007.69,16225.04,34.99,739.3,2.42,1.42,0,4.528,1.18,0.353
CMP_00461,Brand_419,Fashion,India,YouTube,INF_9654,@creator_32555,Beauty,Macro,636431,1,Awareness,164705,1751,448,711,0.0116,0.026,26141,680,573,4004.61,2726862.87,500256.51,179143.45,33345.0,712744.96,4327.4,27.27,1048.15,3.83,2.83,1,4.545,1.145,0.327
CMP_00462,Brand_931,Food,US,YouTube,INF_8513,@creator_33010,Fashion,Mega,4969088,3,Awareness,4878571,15051,3757,5649,0.0267,0.0283,42057,1191,835,2166.02,2581031.89,1247383.49,349339.33,237559.9,1834282.72,375.99,43.61,1540.12,1.41,0.41,0,3.528,1.33,0.616
CMP_00463,Brand_218,Gaming,US,Instagram,INF_9677,@creator_19947,Travel,Nano,1478,1,Conversions,494,0,4,0,0.0189,0.0174,2808,49,30,1757.83,86407.78,51319.92,11245.59,8027.18,70592.68,142900.16,25.14,1440.67,1.22,0.22,0,3.827,1.391,0.925
CMP_00464,Brand_535,D2C,EU,Instagram,INF_3920,@creator_34085,Beauty,Micro,17283,5,Conversions,14025,56,17,2,0.0205,0.0097,17276,168,106,2527.82,425829.11,78823.32,16966.52,18718.3,114508.14,8164.57,6.63,681.6,3.72,2.72,1,4.78,1.052,0.625
CMP_00465,Brand_757,Fitness,EU,TikTok,INF_3184,@creator_67702,Other,Macro,232518,2,Conversions,108271,1208,296,446,0.0115,0.0405,70333,2852,2405,718.77,2050355.48,609632.79,95719.43,87670.09,793022.31,7324.42,11.28,278.06,2.59,1.59,0,4.054,1.386,0.493
CMP_00466,Brand_273,Fintech,US,TikTok,INF_9022,@creator_22873,Fashion,Nano,2707,5,Awareness,2230,0,6,42,0.0405,0.0172,13012,224,200,863.08,194028.64,47755.14,15898.25,13447.02,77100.42,34574.18,5.93,344.2,2.52,1.52,0,4.358,1.199,0.751
CMP_00467,Brand_898,Tech,US,Instagram,INF_5075,@creator_22651,Fashion,Mega,2540138,4,Awareness,4356763,16885,4202,6304,0.0194,0.0332,24549,816,722,1448.64,1182200.78,1590379.1,467192.11,412364.86,2469936.06,566.92,100.61,3026.88,0.48,-0.52,0,3.698,1.191,0.904
CMP_00468,Brand_306,Fashion,EU,TikTok,INF_5443,@creator_93197,Food,Macro,880010,5,Awareness,1730269,10516,2617,3936,0.0095,0.0231,8299,192,126,1725.5,332114.01,292547.87,112148.27,27937.72,432633.86,250.04,52.13,2253.3,0.77,-0.23,0,1.218,1.165,0.623
CMP_00469,Brand_120,Tech,US,Instagram,INF_2836,@creator_98896,Family,Nano,8110,5,Awareness,16424,20,2,30,0.0331,0.0464,947,44,38,3298.69,145621.93,47797.8,18110.81,14180.33,80088.95,4876.34,84.57,1820.2,1.82,0.82,0,3.006,1.177,0.42
CMP_00470,Brand_318,Fashion,US,YouTube,INF_2781,@creator_60629,Beauty,Nano,1833,5,Conversions,2890,0,5,0,0.0237,0.0581,533,31,19,2397.15,75174.46,31991.6,8831.92,7641.01,48464.54,16769.74,90.93,1563.37,1.55,0.55,0,4.698,1.336,0.51
CMP_00471,Brand_633,Gaming,India,Instagram,INF_3743,@creator_18039,Tech,Micro,50510,3,Awareness,43714,245,65,68,0.0232,0.0587,10974,644,404,565.13,364312.41,118917.13,47101.99,14552.52,180571.64,4130.75,16.45,280.39,2.02,1.02,0,3.937,1.315,0.593
CMP_00472,Brand_666,Gaming,India,Instagram,INF_2200,@creator_60946,Tech,Micro,70653,4,App Installs,98656,359,103,142,0.02,0.0327,3367,110,93,1854.57,205286.63,99365.02,15744.19,19706.3,134815.5,1366.52,40.04,1225.6,1.52,0.52,0,3.222,1.339,0.653
CMP_00473,Brand_512,Food,EU,TikTok,INF_2161,@creator_92949,Food,Nano,1547,2,Traffic,1373,0,0,0,0.0186,0.0439,798,35,23,1598.66,57171.36,23231.09,8280.27,2261.06,33772.41,24597.53,42.32,964.93,1.69,0.69,0,2.082,1.066,0.603
CMP_00474,Brand_299,Food,MENA,Instagram,INF_4965,@creator_49952,Tech,Nano,1259,2,Conversions,527,64,0,53,0.0157,0.0552,453,25,17,1126.78,28988.0,26557.55,5737.07,3623.09,35917.7,68155.03,79.29,1436.71,0.81,-0.19,0,1.379,1.171,0.326
CMP_00475,Brand_474,Food,US,Instagram,INF_4337,@creator_78235,Travel,Mega,1035108,4,Traffic,1972116,14260,3557,5358,0.0074,0.0076,44506,340,288,1459.23,497100.23,1436156.8,493404.14,299246.1,2228807.05,1130.16,50.08,6555.31,0.22,-0.78,0,1.089,1.248,0.823
CMP_00476,Brand_540,Fashion,EU,Instagram,INF_9783,@creator_97081,Other,Macro,239577,5,Traffic,549700,3439,838,1251,0.0112,0.0383,23433,898,572,1782.19,1601672.11,377497.83,80121.04,94890.22,552509.09,1005.11,23.58,615.27,2.9,1.9,0,3.99,1.09,0.459
CMP_00477,Brand_294,Gaming,EU,TikTok,INF_8097,@creator_58355,Fashion,Nano,4718,2,Awareness,2492,3,2,0,0.0176,0.0459,1635,75,57,914.03,69196.93,49848.97,10470.58,7039.23,67358.78,27030.01,41.2,898.12,1.03,0.03,0,2.426,1.341,0.331
CMP_00478,Brand_378,Fashion,India,Instagram,INF_9257,@creator_16092,Tech,Micro,31747,3,Conversions,27001,61,13,10,0.0301,0.0073,12909,94,72,4269.12,403671.61,89332.92,30483.96,14107.57,133924.45,4959.98,10.37,1424.73,3.01,2.01,1,4.411,1.137,0.312
CMP_00479,Brand_349,Tech,MENA,TikTok,INF_4945,@creator_26713,Other,Nano,3387,3,Traffic,2182,0,0,19,0.0181,0.0228,526,12,8,3642.59,44213.68,26342.8,3759.08,2590.67,32692.55,14982.83,62.15,2724.38,1.35,0.35,0,3.195,1.218,0.332
CMP_00480,Brand_452,Fashion,US,Instagram,INF_1891,@creator_31972,Beauty,Macro,152802,2,Awareness,54147,565,136,187,0.0276,0.0359,24072,864,619,1017.01,879464.24,574150.19,218645.52,76663.66,869459.37,16057.39,36.12,1006.32,1.01,0.01,0,2.314,1.088,0.955
CMP_00481,Brand_507,Gaming,EU,Instagram,INF_2321,@creator_54676,Fitness,Macro,272650,3,Awareness,253125,2484,620,945,0.0439,0.0282,14173,399,277,1404.41,561300.29,256327.51,72194.67,44576.81,373098.99,1473.97,26.32,935.09,1.5,0.5,0,2.168,1.258,0.319
CMP_00482,Brand_977,Fashion,US,Instagram,INF_9396,@creator_32942,Other,Nano,1996,4,Awareness,1729,0,4,23,0.0255,0.0213,940,20,17,1202.33,24064.58,17571.02,6023.02,3021.02,26615.05,15393.32,28.31,1330.75,0.9,-0.1,0,1.445,1.125,0.496
CMP_00483,Brand_197,D2C,EU,Instagram,INF_8371,@creator_36245,Beauty,Macro,108098,2,Conversions,50979,572,132,206,0.0275,0.0603,7659,462,347,2098.85,971510.45,602714.88,182077.27,75196.72,859988.87,16869.47,112.28,1861.45,1.13,0.13,0,1.795,1.349,0.436
CMP_00484,Brand_279,Beauty,India,TikTok,INF_6577,@creator_22901,Fitness,Nano,2578,2,Conversions,2351,41,4,0,0.0198,0.0322,776,25,21,2963.72,76580.43,22124.35,8272.41,2175.38,32572.14,13854.59,41.97,1302.89,2.35,1.35,0,4.459,1.187,0.567
CMP_00485,Brand_662,D2C,MENA,Instagram,INF_9273,@creator_63326,Travel,Macro,222882,1,Awareness,81729,1769,454,675,0.0356,0.0383,9275,355,278,1913.3,679469.92,363235.6,137004.8,100655.88,600896.29,7352.3,64.79,1692.67,1.13,0.13,0,1.921,1.139,0.958
CMP_00486,Brand_948,D2C,EU,Instagram,INF_3811,@creator_37315,Fashion,Micro,12579,5,Awareness,15936,44,12,14,0.0278,0.0278,6358,177,131,2069.41,366428.44,189037.29,49811.77,36433.68,275282.75,17274.27,43.3,1555.27,1.33,0.33,0,1.974,1.068,0.957
CMP_00487,Brand_295,Beauty,India,Instagram,INF_7586,@creator_20895,Fashion,Nano,4827,5,Conversions,11985,79,4,13,0.0227,0.0464,301,14,12,2538.27,37236.46,54888.4,17001.12,10240.32,82129.84,6852.72,272.86,5866.42,0.45,-0.55,0,1.193,1.355,0.592
CMP_00488,Brand_333,D2C,EU,YouTube,INF_1846,@creator_82495,Fitness,Nano,1666,3,Awareness,1340,0,21,1,0.0161,0.04,1024,41,24,2075.02,86536.69,39356.27,11728.4,8794.17,59878.84,44685.7,58.48,1460.46,1.45,0.45,0,2.527,1.162,0.897
CMP_00489,Brand_809,Fitness,US,Instagram,INF_2421,@creator_23510,Travel,Nano,1181,1,Awareness,544,48,0,0,0.0204,0.0483,1344,65,40,959.49,63296.73,42836.26,14459.81,13310.02,70606.09,129790.61,52.53,1086.25,0.9,-0.1,0,2.164,1.328,0.643
CMP_00490,Brand_187,Tech,India,YouTube,INF_1906,@creator_74042,Travel,Nano,8830,2,Traffic,3584,84,0,12,0.0145,0.0211,901,19,12,2908.72,56031.58,40455.94,8699.07,3349.05,52504.06,14649.57,58.27,2763.37,1.07,0.07,0,2.858,1.312,0.455
CMP_00491,Brand_266,Fintech,MENA,TikTok,INF_3421,@creator_53715,Travel,Macro,529674,3,Conversions,603650,4702,1171,1772,0.0316,0.0435,10248,446,292,1233.08,550117.08,276500.55,69772.31,39216.98,385489.85,638.6,37.62,864.33,1.43,0.43,0,1.938,1.117,0.702
CMP_00492,Brand_188,Beauty,US,YouTube,INF_6828,@creator_62967,Other,Nano,9499,5,Conversions,21981,0,8,8,0.0116,0.0115,693,8,6,3683.13,30582.75,19551.81,3740.9,4995.33,28288.04,1286.93,40.82,3536.01,1.08,0.08,0,1.863,1.139,0.508
CMP_00493,Brand_285,Beauty,EU,Instagram,INF_1467,@creator_37192,Beauty,Nano,6875,2,Awareness,3325,39,15,12,0.0033,0.0518,482,25,17,2303.92,59223.03,48463.5,13679.8,9480.4,71623.7,21540.96,148.6,2864.95,0.83,-0.17,0,2.092,1.368,0.625
CMP_00494,Brand_296,Fashion,India,Instagram,INF_7152,@creator_42399,Food,Mega,3880123,4,Awareness,3102684,15845,3997,5970,0.0126,0.0578,3011,174,142,2443.07,427383.37,764053.21,308880.11,102382.75,1175316.07,378.81,390.34,6754.69,0.36,-0.64,0,1.112,1.393,0.986
CMP_00495,Brand_857,Tech,India,YouTube,INF_2354,@creator_63046,Travel,Macro,835424,3,Awareness,822883,2347,611,898,0.023,0.0327,19459,637,481,1035.73,659768.0,574655.08,146812.2,110434.96,831902.24,1010.96,42.75,1305.97,0.79,-0.21,0,1.057,1.366,0.331
CMP_00496,Brand_808,Fitness,India,TikTok,INF_9103,@creator_68581,Fitness,Nano,8076,3,Traffic,4511,56,22,26,0.0264,0.0146,5613,82,69,1227.22,101068.24,50581.67,10435.18,12491.38,73508.23,16295.33,13.1,896.44,1.37,0.37,0,3.212,1.294,0.718
CMP_00497,Brand_371,Tech,US,YouTube,INF_1402,@creator_98487,Other,Nano,8353,2,Awareness,5274,52,18,28,0.0229,0.0324,246,8,5,3443.41,27845.15,29706.83,5128.61,4071.02,38906.47,7377.03,158.16,4863.31,0.72,-0.28,0,1.573,1.245,0.429
CMP_00498,Brand_375,Fashion,MENA,Instagram,INF_4171,@creator_77576,Fitness,Micro,15256,2,Conversions,12509,129,37,61,0.0246,0.0419,6872,288,203,682.64,196830.58,61769.55,24081.1,6065.64,91916.29,7348.01,13.38,319.15,2.14,1.14,0,4.669,1.31,0.535
CMP_00499,Brand_491,Gaming,US,TikTok,INF_6938,@creator_52692,Family,Micro,16702,5,Awareness,34277,203,49,87,0.0357,0.0071,3639,26,22,2077.28,54791.82,66844.16,10653.94,9729.51,87227.6,2544.79,23.97,3354.91,0.63,-0.37,0,1.414,1.343,0.685
CMP_00500,Brand_748,Tech,US,Instagram,INF_4572,@creator_88206,Family,Nano,1590,3,Traffic,1381,52,0,5,0.0225,0.0197,2684,53,36,1904.02,101131.6,37310.15,13940.76,5327.93,56578.84,40969.47,21.08,1067.53,1.79,0.79,0,3.386,1.225,0.987
CMP_00501,Brand_353,Fitness,India,Instagram,INF_2637,@creator_66388,Tech,Mega,1271538,5,Awareness,1728232,8001,2030,3019,0.017,0.0368,103863,3822,2377,983.77,3760240.78,1619446.9,338997.78,239264.63,2197709.32,1271.65,21.16,575.02,1.71,0.71,0,3.096,1.097,0.318
CMP_00502,Brand_963,Food,India,Instagram,INF_5231,@creator_13576,Tech,Nano,8152,5,Awareness,6403,22,0,53,0.0107,0.0362,2736,99,66,847.83,84067.7,44333.72,19605.56,8273.46,72212.74,11277.95,26.39,729.42,1.16,0.16,0,3.199,1.364,0.51
CMP_00503,Brand_496,Food,SEA,Instagram,INF_2646,@creator_62147,Beauty,Micro,10005,4,Awareness,12194,29,14,44,0.0284,0.0159,27477,437,331,961.64,421168.66,128412.99,28010.27,11604.83,168028.09,13779.57,6.12,384.5,2.51,1.51,0,4.237,1.243,0.522
CMP_00504,Brand_122,Beauty,US,TikTok,INF_8875,@creator_36571,Fashion,Micro,23438,2,Conversions,11122,103,51,95,0.0218,0.0099,38672,381,269,1472.16,561591.64,94486.01,24208.9,8457.61,127152.51,11432.52,3.29,333.73,4.42,3.42,1,4.944,1.061,0.764
CMP_00505,Brand_278,D2C,EU,TikTok,INF_4477,@creator_71717,Food,Nano,4538,1,Awareness,868,0,0,4,0.0133,0.023,2260,52,31,2449.02,128468.6,54639.82,15533.32,6124.72,76297.86,87900.76,33.76,1467.27,1.68,0.68,0,3.041,1.232,0.713
CMP_00506,Brand_362,Beauty,EU,Instagram,INF_4570,@creator_49265,Family,Nano,6926,2,Conversions,3953,116,20,27,0.0242,0.0276,362,10,8,1583.69,17092.96,13942.16,2631.41,1436.08,18009.65,4555.95,49.75,1800.97,0.95,-0.05,0,4.262,1.371,0.844
CMP_00507,Brand_736,Food,US,Instagram,INF_4549,@creator_59766,Fashion,Mega,1799621,4,Traffic,1233828,3385,836,1233,0.0245,0.0212,25996,550,472,2556.26,1407558.7,1745426.12,474041.86,448591.55,2668059.52,2162.42,102.63,4851.02,0.53,-0.47,0,4.067,1.334,0.869
CMP_00508,Brand_611,Fintech,India,YouTube,INF_6037,@creator_70526,Food,Mega,1562165,3,Awareness,2109933,15206,3767,5708,0.0287,0.0351,37687,1322,1095,831.51,1099746.9,1621639.85,522192.37,342185.77,2486018.0,1178.24,65.96,1880.5,0.44,-0.56,0,2.284,1.251,0.716
CMP_00509,Brand_350,Fitness,US,Instagram,INF_6835,@creator_14271,Family,Nano,6400,4,Awareness,9900,2,12,0,0.0294,0.0273,952,26,17,1664.95,44712.33,32351.01,13322.85,4346.41,50020.28,5052.55,52.54,1923.86,0.89,-0.11,0,2.156,1.33,0.494
CMP_00510,Brand_786,Fitness,India,TikTok,INF_1149,@creator_98444,Food,Micro,10665,4,Awareness,9191,20,26,17,0.0293,0.0325,9981,324,269,1891.73,614635.45,162360.32,51384.01,25836.83,239581.16,26066.93,24.0,739.45,2.57,1.57,0,3.757,1.074,0.902
CMP_00511,Brand_711,Fashion,India,Instagram,INF_8234,@creator_61632,Beauty,Nano,1679,2,Conversions,602,0,0,0,0.0107,0.0361,221,8,5,3240.72,26697.17,19940.24,4596.7,2613.0,27149.94,45099.57,122.85,3393.74,0.98,-0.02,0,2.581,1.279,0.607
CMP_00512,Brand_533,Fashion,India,YouTube,INF_2692,@creator_25523,Fashion,Nano,1052,3,Conversions,1068,0,13,18,0.0297,0.0278,827,23,17,3446.36,80830.83,51913.19,13141.38,3814.95,68869.52,64484.57,83.28,2994.33,1.17,0.17,0,2.969,1.364,0.433
CMP_00513,Brand_165,D2C,SEA,Instagram,INF_2877,@creator_39482,Family,Micro,59054,3,Awareness,46964,348,96,139,0.0193,0.018,20678,373,316,2535.22,946024.86,224394.02,87033.36,49688.95,361116.34,7689.22,17.46,968.14,2.62,1.62,0,4.5,1.297,0.832
CMP_00514,Brand_733,Fitness,India,YouTube,INF_7406,@creator_43924,Family,Nano,8622,2,Conversions,6479,65,0,0,0.0223,0.0191,5905,113,94,1444.58,163333.24,35439.35,14336.89,2750.5,52526.74,8107.23,8.9,464.84,3.11,2.11,1,4.094,1.068,0.327
CMP_00515,Brand_522,Fitness,India,Instagram,INF_9075,@creator_60728,Other,Micro,63989,4,Traffic,87199,314,88,160,0.0159,0.0194,7613,148,109,1448.52,215100.01,136925.88,25748.6,9672.24,172346.72,1976.48,22.64,1164.5,1.25,0.25,0,2.379,1.219,0.429
CMP_00516,Brand_465,Fintech,India,TikTok,INF_5337,@creator_78248,Fitness,Nano,2708,4,Awareness,4775,5,0,0,0.0199,0.0446,896,40,25,1250.65,50996.51,41666.07,14603.68,3971.26,60241.01,12615.92,67.23,1506.03,0.85,-0.15,0,2.893,1.39,0.561
CMP_00517,Brand_634,D2C,MENA,Instagram,INF_9154,@creator_67103,Travel,Macro,175126,5,Conversions,142297,734,188,294,0.0206,0.0206,6416,132,81,3322.86,438999.41,487682.86,76296.78,112815.21,676794.85,4756.21,105.49,5127.23,0.65,-0.35,0,1.558,1.197,0.917
CMP_00518,Brand_110,Fitness,MENA,Instagram,INF_3599,@creator_97636,Travel,Micro,12743,4,Conversions,21312,149,0,13,0.0362,0.0252,8123,205,180,1804.98,370833.96,169865.0,57040.65,15296.07,242201.71,11364.57,29.82,1181.47,1.53,0.53,0,2.874,1.36,0.553
CMP_00519,Brand_897,Fintech,India,Instagram,INF_6442,@creator_71351,Beauty,Nano,1479,5,Conversions,2323,0,6,0,0.0099,0.0663,663,44,34,1732.33,77067.64,46180.43,11678.1,4431.6,62290.13,26814.52,93.95,1415.68,1.24,0.24,0,3.563,1.321,0.747
CMP_00520,Brand_321,Tech,EU,Instagram,INF_9837,@creator_73265,Family,Nano,2971,3,Traffic,3377,133,1,5,0.0259,0.0366,1422,52,44,1925.26,101679.83,24136.09,7073.94,4604.61,35814.65,10605.46,25.19,688.74,2.84,1.84,0,3.638,1.065,0.805
CMP_00521,Brand_540,Fashion,MENA,Instagram,INF_9128,@creator_43645,Tech,Macro,590627,4,Conversions,712560,2170,524,785,0.0194,0.0292,19331,564,361,2314.07,1306618.71,272681.27,52093.4,62169.85,386944.52,543.03,20.02,686.07,3.38,2.38,1,4.962,1.358,0.332
CMP_00522,Brand_427,Tech,MENA,YouTube,INF_2543,@creator_51876,Family,Macro,475372,1,Awareness,116517,1189,305,458,0.0259,0.0489,10288,503,359,2897.78,1457972.02,489383.23,117550.22,116250.16,723183.61,6206.68,70.29,1437.74,2.02,1.02,0,3.709,1.294,0.675
CMP_00523,Brand_504,Tech,SEA,TikTok,INF_1189,@creator_21752,Food,Nano,2340,1,Awareness,508,59,9,38,0.0214,0.005,10800,54,47,2268.43,124330.03,26871.41,5659.98,3017.46,35548.86,69978.06,3.29,658.31,3.5,2.5,1,4.007,1.056,0.488
CMP_00524,Brand_563,Fashion,US,TikTok,INF_4062,@creator_55483,Other,Micro,19898,5,Conversions,22485,246,40,92,0.0088,0.0316,4044,128,83,2301.67,295245.26,124869.6,41798.17,29235.5,195903.27,8712.62,48.44,1530.49,1.51,0.51,0,2.561,1.224,0.913
CMP_00525,Brand_292,D2C,EU,Instagram,INF_9041,@creator_45584,Fashion,Micro,74562,3,Awareness,60597,340,90,110,0.0252,0.0221,5290,117,102,3536.74,415428.34,143449.13,36056.29,15672.76,195178.18,3220.92,36.9,1668.19,2.13,1.13,0,2.532,1.121,0.751
CMP_00526,Brand_235,Food,US,Instagram,INF_9810,@creator_51596,Tech,Nano,1137,5,Traffic,1119,0,0,0,0.012,0.0334,868,29,17,2480.0,73883.23,26837.33,11684.83,7341.69,45863.84,40986.46,52.84,1581.51,1.61,0.61,0,3.319,1.232,0.952
CMP_00527,Brand_240,Fintech,SEA,Instagram,INF_6396,@creator_74649,Travel,Nano,7781,2,Awareness,4566,107,23,18,0.0116,0.0226,397,9,8,2161.54,21259.54,21774.95,7177.64,3546.1,32498.69,7117.54,81.86,3610.97,0.65,-0.35,0,2.099,1.287,0.327
CMP_00528,Brand_270,D2C,India,Instagram,INF_7856,@creator_16089,Tech,Nano,7234,4,Conversions,4511,59,15,4,0.0221,0.0448,401,18,14,1352.63,25513.2,35239.23,11574.07,6101.6,52914.9,11730.19,131.96,2939.72,0.48,-0.52,0,1.349,1.374,0.619
CMP_00529,Brand_411,Tech,India,Instagram,INF_2144,@creator_10068,Family,Nano,2549,3,Conversions,3363,30,0,0,0.0039,0.0301,697,21,13,1284.72,26994.59,38155.47,10490.74,5784.93,54431.13,16185.29,78.09,2591.96,0.5,-0.5,0,1.068,1.233,0.535
