campaign_id,brand_name,brand_category,region,platform,influencer_id,influencer_handle,influencer_category,influencer_tier,followers_start,posts_count,campaign_objective,impressions,avg_likes_per_post,avg_comments_per_post,avg_saves_shares_per_post,click_through_rate,landing_page_conv_rate,clicks,orders,new_customers,avg_order_value,revenue,influencer_fee,product_cost,other_campaign_costs,total_spend,cpm,cpc,cpa,roas,roi,campaign_success_label,curve_k,curve_alpha,curve_beta
CMP_00384,Brand_697,D2C,EU,Instagram,INF_1653,@creator_14158,Food,Micro,46106,5,Conversions,89341,486,109,139,0.01,0.0341,8243,281,198,2073.24,582692.34,121031.42,27644.03,28691.67,177367.12,1985.28,21.52,631.2,3.29,2.29,1,1.77,1.343,1.005
CMP_00385,Brand_849,Fintech,India,Instagram,INF_7229,@creator_76775,Travel,Macro,173375,2,Conversions,60512,789,208,332,0.0068,0.0648,14243,923,799,1509.53,1393332.01,342202.98,93849.88,67946.82,503999.68,8328.92,35.39,546.05,2.76,1.76,0,1.563,1.077,0.405
CMP_00386,Brand_113,D2C,India,Instagram,INF_7473,@creator_51298,Fashion,Micro,47682,5,Awareness,50363,320,85,86,0.0108,0.0482,7469,360,219,2349.12,848016.37,169098.44,54139.81,44086.77,267325.02,5307.96,35.79,742.57,3.17,2.17,1,2.376,1.057,0.452
CMP_00387,Brand_698,Fitness,US,Instagram,INF_6537,@creator_62185,Fashion,Micro,16529,1,Conversions,3164,55,17,36,0.0367,0.0243,9336,227,174,1671.08,380759.89,77612.69,32237.99,21586.36,131437.04,41541.42,14.08,579.02,2.9,1.9,0,1.09,1.109,0.326
CMP_00388,Brand_261,Fashion,India,Instagram,INF_1289,@creator_33395,Beauty,Micro,11743,3,Awareness,13786,24,18,19,0.0183,0.014,9779,137,86,2796.25,385608.7,92701.88,40532.9,18417.62,151652.4,11000.46,15.51,1106.95,2.54,1.54,0,2.144,1.249,0.504
CMP_00389,Brand_150,D2C,India,Instagram,INF_2139,@creator_85164,Food,Micro,28141,1,Conversions,8535,42,21,46,0.0154,0.0254,13782,350,269,1962.09,687861.91,152263.02,48810.67,16248.78,217322.47,25462.5,15.77,620.92,3.17,2.17,1,1.799,1.228,0.912
CMP_00390,Brand_756,Beauty,US,YouTube,INF_7651,@creator_26208,Family,Nano,1127,3,Awareness,637,0,0,3,0.0094,0.0363,1899,69,58,1737.57,120550.61,26900.83,9175.79,6012.77,42089.39,66074.4,22.16,609.99,2.86,1.86,0,2.333,1.355,1.029
CMP_00391,Brand_778,Fitness,India,YouTube,INF_6642,@creator_92025,Family,Micro,74478,2,Awareness,41300,111,28,40,0.021,0.0058,48453,280,181,1754.76,492893.9,132301.19,51605.73,19801.07,203707.99,4932.4,4.2,727.53,2.42,1.42,0,2.844,1.28,0.736
CMP_00392,Brand_247,Fintech,SEA,Instagram,INF_6785,@creator_30998,Family,Macro,830865,5,Conversions,758849,2854,704,1041,0.0297,0.0357,20385,728,574,1415.09,1030516.37,271256.79,65802.28,64832.03,401891.1,529.61,19.72,552.05,2.56,1.56,0,2.516,1.369,0.324
CMP_00393,Brand_840,Beauty,India,Instagram,INF_1442,@creator_13936,Food,Micro,66928,1,Awareness,10181,198,47,85,0.0193,0.0383,4384,168,134,2951.07,496980.48,159678.02,37706.58,25863.24,223247.84,21927.89,50.92,1328.86,2.23,1.23,0,1.129,1.328,0.44
CMP_00394,Brand_771,Food,US,YouTube,INF_4044,@creator_58285,Food,Mega,4964302,4,Conversions,7995554,32962,8246,12357,0.0141,0.0422,26890,1134,933,2764.19,3136381.73,1574443.46,321142.37,155066.72,2050652.55,256.47,76.26,1808.34,1.53,0.53,0,2.475,1.208,0.654
CMP_00395,Brand_291,D2C,US,Instagram,INF_6161,@creator_52348,Fashion,Nano,5911,2,Traffic,5599,48,12,45,0.0237,0.005,19200,96,63,2128.42,205054.43,50565.04,7997.1,3633.67,62195.8,11108.38,3.24,647.87,3.3,2.3,1,2.389,1.341,0.896
CMP_00396,Brand_744,Food,SEA,YouTube,INF_7704,@creator_78464,Fashion,Nano,1810,2,Awareness,1033,0,5,0,0.0311,0.029,1998,58,51,1193.07,70235.37,22936.87,3677.58,4738.88,31353.33,30351.72,15.69,540.57,2.24,1.24,0,1.214,1.187,0.72
CMP_00397,Brand_448,D2C,MENA,YouTube,INF_9709,@creator_59079,Other,Nano,9498,2,Conversions,3381,0,15,0,0.0278,0.0308,844,26,22,3646.91,97120.76,35389.5,8678.21,9002.69,53070.4,15696.66,62.88,2041.17,1.83,0.83,0,2.92,1.165,1.14
CMP_00398,Brand_970,Fintech,India,Instagram,INF_5721,@creator_87982,Fitness,Micro,36742,1,Awareness,15246,129,20,0,0.0226,0.0328,9172,301,210,1118.53,336890.06,90953.69,21529.55,22171.82,134655.07,8832.16,14.68,447.36,2.5,1.5,0,1.907,1.304,0.337
CMP_00399,Brand_357,Food,EU,TikTok,INF_6091,@creator_51753,Beauty,Micro,64687,3,Traffic,92314,1593,367,563,0.016,0.005,134800,674,447,1242.68,838770.4,107898.84,49949.9,18955.71,176804.45,1915.25,1.31,262.32,4.74,3.74,1,2.751,1.116,0.423
CMP_00400,Brand_786,Food,US,YouTube,INF_3021,@creator_12821,Tech,Micro,40940,3,Awareness,54922,172,62,90,0.0185,0.0421,4413,186,117,1349.21,251447.7,110587.56,50156.37,28746.53,189490.46,3450.17,42.94,1018.77,1.33,0.33,0,1.604,1.347,0.847
CMP_00401,Brand_669,Fintech,SEA,TikTok,INF_2607,@creator_12953,Other,Mega,1131240,3,Conversions,692293,8895,2232,3304,0.0242,0.0084,510051,4276,3145,1596.09,6825217.8,1383708.15,559040.78,312275.05,2255023.97,3257.33,4.42,527.37,3.03,2.03,1,1.636,1.131,1.161
CMP_00402,Brand_418,Beauty,US,Instagram,INF_4600,@creator_80815,Other,Nano,9068,1,Traffic,4290,21,3,50,0.021,0.0343,1806,62,38,2256.57,141628.15,34872.98,6596.58,7531.47,49001.03,11422.15,27.13,790.34,2.89,1.89,0,2.224,1.182,0.281
CMP_00403,Brand_747,Gaming,SEA,Instagram,INF_3614,@creator_37190,Fashion,Nano,2658,1,Awareness,910,5,0,5,0.03,0.0458,2837,130,104,1248.9,162643.22,39906.5,10615.75,7900.59,58422.85,64200.93,20.59,449.41,2.78,1.78,0,1.467,1.379,0.636
CMP_00404,Brand_572,Tech,India,Instagram,INF_4646,@creator_97007,Family,Macro,117044,3,Awareness,128482,588,143,206,0.003,0.0201,27867,560,381,1839.72,1031042.84,325884.42,60758.63,42057.03,428700.08,3336.65,15.38,765.54,2.41,1.41,0,1.971,1.325,0.576
CMP_00405,Brand_599,Tech,India,Instagram,INF_7437,@creator_81612,Tech,Micro,93028,1,Conversions,18297,373,101,173,0.022,0.0191,9160,175,127,1450.2,255151.31,61929.93,18870.56,6715.63,87516.11,4783.09,9.55,500.09,2.92,1.92,0,1.75,1.053,0.705
CMP_00406,Brand_195,Food,India,YouTube,INF_6397,@creator_93481,Beauty,Nano,6184,2,Conversions,6014,50,12,28,0.0215,0.0122,5921,72,56,1959.74,141951.76,46459.87,18933.9,5230.3,70624.06,11743.28,11.93,980.89,2.01,1.01,0,2.196,1.323,0.565
CMP_00407,Brand_705,Fitness,MENA,Instagram,INF_4927,@creator_35028,Fitness,Micro,31341,3,Traffic,44063,360,109,127,0.0277,0.0523,15087,789,660,839.77,662643.94,153840.1,37361.71,35033.27,226235.08,5134.35,15.0,286.74,2.93,1.93,0,1.431,1.197,0.346
CMP_00408,Brand_642,D2C,MENA,Instagram,INF_5270,@creator_58465,Food,Nano,4101,4,Awareness,6413,20,21,0,0.0263,0.0292,7113,208,184,1292.51,270044.51,55828.52,19311.25,4249.38,79389.15,12379.41,11.16,381.68,3.4,2.4,1,2.301,1.092,0.248
CMP_00409,Brand_361,Fitness,US,Instagram,INF_8389,@creator_90488,Fashion,Macro,300108,4,Traffic,244202,1257,316,502,0.0277,0.0226,19721,445,333,1851.63,825774.6,227641.28,58307.78,31070.57,317019.62,1298.19,16.08,712.4,2.6,1.6,0,2.824,1.313,0.35
CMP_00410,Brand_181,Gaming,India,Instagram,INF_6959,@creator_29673,Food,Macro,282706,3,Conversions,324159,634,158,259,0.0032,0.0319,19545,623,555,1678.31,1046946.02,345393.7,94847.72,51519.36,491760.78,1517.04,25.16,789.34,2.13,1.13,0,1.538,1.4,0.285
CMP_00411,Brand_396,Gaming,India,Instagram,INF_1700,@creator_58988,Travel,Micro,60391,5,Conversions,105592,259,73,42,0.0315,0.0308,16955,523,410,894.73,468503.05,142471.19,25155.14,25389.98,193016.31,1827.94,11.38,369.06,2.43,1.43,0,1.031,1.161,0.509
CMP_00412,Brand_896,Beauty,SEA,Instagram,INF_4521,@creator_72286,Food,Nano,2628,4,Conversions,2682,0,0,0,0.0096,0.0174,5223,91,73,3141.73,286207.11,52457.05,16798.83,6204.65,75460.54,28135.92,14.45,829.24,3.79,2.79,1,1.49,1.126,0.382
CMP_00413,Brand_303,Beauty,EU,TikTok,INF_5789,@creator_95695,Family,Nano,1631,2,Awareness,1012,11,3,0,0.0324,0.0304,1843,56,38,3954.43,221617.06,36495.78,11159.61,8508.14,56163.52,55497.55,30.47,1002.92,3.95,2.95,1,1.188,1.267,0.79
CMP_00414,Brand_429,D2C,EU,Instagram,INF_3482,@creator_17593,Fitness,Macro,167818,3,App Installs,103304,788,179,244,0.003,0.0294,25387,747,594,2085.63,1558837.18,441595.09,194043.44,106421.81,742060.33,7183.27,29.23,993.39,2.1,1.1,0,1.808,1.056,0.574
CMP_00415,Brand_901,Fintech,India,Instagram,INF_4756,@creator_64606,Family,Micro,45894,4,Awareness,88308,378,97,140,0.0222,0.0173,22245,385,298,1931.06,743939.25,167263.02,62495.49,28229.07,257987.58,2921.45,11.6,670.1,2.88,1.88,0,1.269,1.151,0.751
CMP_00416,Brand_368,D2C,EU,Instagram,INF_1285,@creator_21957,Food,Macro,243070,5,Conversions,237968,1100,287,361,0.0194,0.0112,39746,447,339,3335.17,1492568.74,346137.94,119730.55,35949.54,501818.04,2108.76,12.63,1122.64,2.97,1.97,0,1.321,1.08,0.597
CMP_00417,Brand_507,Gaming,US,YouTube,INF_2017,@creator_37729,Fashion,Nano,1229,1,Awareness,529,2,0,46,0.003,0.0487,492,24,18,2149.8,53731.62,18684.14,5686.07,3858.25,28228.46,53361.93,57.37,1176.19,1.9,0.9,0,2.872,1.322,0.394
CMP_00418,Brand_547,Food,US,YouTube,INF_4317,@creator_44814,Food,Micro,52840,1,Traffic,19009,225,54,101,0.003,0.0225,12440,280,175,951.21,267172.55,73806.02,31222.62,10772.04,115800.68,6091.89,9.31,413.57,2.31,1.31,0,2.429,1.249,0.993
CMP_00419,Brand_859,Fashion,India,TikTok,INF_4934,@creator_86945,Beauty,Nano,1927,3,Conversions,1367,53,18,0,0.0182,0.0454,1917,87,71,2809.59,245164.19,40987.15,6332.91,9347.97,56668.03,41454.3,29.56,651.36,4.33,3.33,1,1.319,1.219,0.49
CMP_00420,Brand_173,Tech,India,YouTube,INF_3630,@creator_69790,Family,Nano,1342,5,Awareness,1884,24,12,0,0.0269,0.0159,3594,57,47,2750.25,158194.18,56416.25,18948.21,5369.24,80733.71,42852.29,22.46,1416.38,1.96,0.96,0,1.501,1.099,0.581
CMP_00421,Brand_756,Fitness,SEA,Instagram,INF_5671,@creator_34133,Fitness,Nano,6269,2,Traffic,5554,38,0,21,0.0374,0.0308,1687,52,43,1530.58,80227.9,17556.27,4508.64,2253.92,24318.83,4378.62,14.42,467.67,3.3,2.3,1,1.783,1.246,0.849
CMP_00422,Brand_102,Fintech,India,Instagram,INF_9814,@creator_39024,Beauty,Macro,149835,4,Conversions,242365,1022,258,396,0.0323,0.005,301000,1505,1167,1313.36,1977570.46,535130.56,169187.24,93283.43,797601.23,3290.91,2.65,529.97,2.48,1.48,0,1.553,1.391,0.43
CMP_00423,Brand_196,Fintech,India,Instagram,INF_5758,@creator_50950,Fashion,Nano,1579,5,Awareness,1184,0,0,0,0.0311,0.0463,5028,233,156,749.66,174973.15,33815.47,9354.69,9002.91,52173.08,44065.1,10.38,223.92,3.35,2.35,1,1.325,1.26,0.553
CMP_00424,Brand_720,Tech,EU,Instagram,INF_7359,@creator_89900,Fitness,Macro,144064,3,Traffic,155084,482,95,162,0.0187,0.0371,9355,347,244,2281.1,792256.74,286066.62,51932.59,57068.68,395067.89,2547.44,42.23,1138.52,2.01,1.01,0,2.867,1.118,0.674
CMP_00425,Brand_672,Tech,US,Instagram,INF_1205,@creator_22442,Fitness,Nano,4535,3,Traffic,6287,22,9,6,0.0192,0.0119,4121,49,43,3255.99,160339.59,36494.96,13611.92,7867.74,57974.62,9221.35,14.07,1183.16,2.77,1.77,0,1.253,1.171,0.521
CMP_00426,Brand_118,Fitness,India,Instagram,INF_9066,@creator_63494,Travel,Macro,251165,3,Conversions,345624,2652,669,1005,0.0255,0.0526,27168,1430,1267,958.41,1371221.43,437555.86,171341.99,116419.27,725317.12,2098.57,26.7,507.21,1.89,0.89,0,2.106,1.221,0.313
CMP_00427,Brand_601,Beauty,US,Instagram,INF_7387,@creator_94544,Food,Nano,9516,4,Awareness,8328,0,2,17,0.0213,0.0326,1991,65,52,3054.51,199498.28,40304.91,9070.95,7476.39,56852.25,6826.64,28.55,874.65,3.51,2.51,1,1.585,1.191,0.729
CMP_00428,Brand_688,Tech,MENA,YouTube,INF_7995,@creator_22122,Fitness,Micro,22822,4,Conversions,28138,93,34,57,0.0073,0.0369,5555,205,136,951.38,195941.57,58614.49,14520.99,8542.3,81677.78,2902.76,14.7,398.43,2.4,1.4,0,2.347,1.056,0.834
CMP_00429,Brand_212,Tech,US,Instagram,INF_6360,@creator_71690,Food,Macro,412899,2,Awareness,278136,3431,841,1255,0.0109,0.0356,24612,875,538,2828.15,2475587.77,508453.54,209637.85,130049.1,848140.48,3049.37,34.46,969.3,2.92,1.92,0,2.891,1.09,0.761
CMP_00430,Brand_335,Fashion,India,YouTube,INF_4480,@creator_62494,Tech,Nano,2777,4,Conversions,2125,55,0,26,0.0216,0.0702,897,63,45,2164.65,136441.08,43167.57,14944.67,4504.45,62616.68,29466.67,69.81,993.92,2.18,1.18,0,1.473,1.357,1.002
CMP_00431,Brand_331,Beauty,EU,TikTok,INF_2054,@creator_30113,Food,Mega,1559592,3,Traffic,1410187,5762,1437,2141,0.0233,0.0192,26670,512,363,2839.44,1454331.09,1056969.24,243112.04,149755.71,1449837.0,1028.12,54.36,2831.71,1.0,0.0,0,1.521,1.313,0.657
CMP_00432,Brand_340,D2C,India,Instagram,INF_4245,@creator_98636,Other,Macro,141323,3,Awareness,84417,643,133,186,0.0137,0.005,51600,258,195,2540.61,656560.19,262452.4,100476.38,81632.15,444560.94,5266.25,8.62,1723.1,1.48,0.48,0,1.466,1.321,0.33
CMP_00433,Brand_536,Food,India,Instagram,INF_1361,@creator_93138,Fashion,Nano,9530,4,Awareness,17494,84,33,26,0.0124,0.026,7814,203,171,1041.36,211849.33,47102.36,10142.02,5759.37,63003.75,3601.45,8.06,310.36,3.36,2.36,1,2.951,1.352,0.727
CMP_00434,Brand_163,Gaming,US,YouTube,INF_3246,@creator_98896,Fitness,Macro,104279,5,Awareness,94226,141,11,0,0.023,0.0496,28967,1438,1228,1412.0,2031041.7,599598.34,227190.63,177884.78,1004673.75,10662.38,34.68,698.66,2.02,1.02,0,2.003,1.177,0.523
CMP_00435,Brand_795,Fintech,India,Instagram,INF_2477,@creator_37606,Food,Nano,5131,5,Conversions,8091,0,10,8,0.0237,0.0581,877,51,41,1899.29,97885.94,31991.6,8831.92,7641.01,48464.54,5989.93,55.26,950.29,2.02,1.02,0,2.849,1.336,0.475
CMP_00436,Brand_137,Fitness,India,YouTube,INF_2310,@creator_85355,Fashion,Nano,1125,2,Conversions,756,0,0,0,0.0254,0.0434,991,43,37,1790.26,78585.4,29775.94,8764.38,2888.92,41429.24,54800.58,41.81,963.47,1.9,0.9,0,1.092,1.089,0.475
CMP_00437,Brand_617,Fintech,SEA,TikTok,INF_1792,@creator_49695,Food,Nano,1182,4,App Installs,1298,0,0,7,0.0201,0.005,37200,186,122,764.07,142141.12,24015.32,4880.26,5001.06,33896.65,26114.52,0.91,182.24,4.19,3.19,1,2.809,1.08,0.576
CMP_00438,Brand_736,Beauty,EU,YouTube,INF_5808,@creator_57259,Fashion,Nano,1313,3,Awareness,1377,0,0,8,0.0308,0.0367,680,25,18,1661.05,42068.71,22278.52,7440.92,2945.89,32665.34,23722.1,48.04,1306.61,1.29,0.29,0,1.768,1.307,1.063
CMP_00439,Brand_735,Beauty,India,Instagram,INF_6983,@creator_29178,Family,Micro,20681,2,Awareness,11225,79,14,57,0.0322,0.0442,6781,300,228,1704.86,511844.6,164571.6,21677.38,33423.58,219672.55,19569.94,32.4,732.24,2.33,1.33,0,2.918,1.352,0.375
CMP_00440,Brand_274,Tech,India,Instagram,INF_3948,@creator_30115,Food,Nano,2374,5,App Installs,5432,0,0,15,0.0043,0.0319,1504,48,40,1324.31,63684.47,13348.59,2891.26,3929.31,20169.17,3713.03,13.41,420.19,3.16,2.16,1,2.454,1.172,0.349
CMP_00441,Brand_500,Food,US,Instagram,INF_1252,@creator_67467,Food,Macro,854875,5,Awareness,795696,3298,795,1165,0.0217,0.0445,34365,1529,1151,1218.46,1864060.74,518934.79,166513.29,91000.84,776448.93,975.81,22.59,507.81,2.4,1.4,0,2.318,1.068,0.574
CMP_00442,Brand_968,Tech,EU,Instagram,INF_1517,@creator_93140,Fashion,Macro,204181,2,Conversions,67592,474,93,120,0.0387,0.0091,55428,504,341,3070.0,1549188.34,421256.01,168563.51,53609.0,643428.52,9519.3,11.61,1276.64,2.41,1.41,0,2.736,1.275,0.32
CMP_00443,Brand_344,Fashion,India,Instagram,INF_4439,@creator_25077,Travel,Nano,4179,2,Conversions,1976,24,7,7,0.043,0.0084,18258,153,120,1533.21,235038.3,58723.43,16780.91,12174.49,87678.83,44371.88,4.8,573.06,2.68,1.68,0,1.168,1.106,0.756
CMP_00444,Brand_815,D2C,India,YouTube,INF_4659,@creator_46370,Travel,Nano,7744,1,Traffic,2465,10,0,0,0.0073,0.0424,518,22,19,2900.09,66241.58,23846.96,3859.59,2553.65,30260.2,12275.94,58.42,1375.46,2.19,1.19,0,1.074,1.099,1.021
CMP_00445,Brand_842,Fitness,EU,YouTube,INF_5313,@creator_32030,Travel,Macro,626486,1,Traffic,154479,1863,452,691,0.0182,0.005,93800,469,372,2200.07,1033108.21,381939.55,90586.33,80777.09,553302.98,3581.74,5.9,1179.75,1.87,0.87,0,1.414,1.182,0.368
CMP_00446,Brand_337,D2C,US,Instagram,INF_8798,@creator_87450,Tech,Micro,11630,4,Awareness,16662,32,30,5,0.014,0.0205,6742,138,90,3310.55,458120.27,103048.39,28211.88,29208.74,160469.02,9630.84,23.8,1162.82,2.85,1.85,0,1.778,1.185,0.559
CMP_00447,Brand_630,Gaming,MENA,YouTube,INF_8645,@creator_52238,Beauty,Macro,379873,3,Awareness,237722,1367,340,483,0.0115,0.0518,15631,810,606,1974.82,1599697.94,587583.3,165350.49,148434.13,901367.92,3791.69,57.67,1112.8,1.77,0.77,0,1.452,1.28,0.383
CMP_00448,Brand_917,Food,EU,Instagram,INF_2479,@creator_80162,Fashion,Nano,3545,1,Awareness,866,0,0,23,0.0218,0.0221,7119,157,133,1247.28,196547.42,32598.4,14963.24,5848.87,53410.51,61674.95,7.5,340.19,3.68,2.68,1,1.787,1.156,0.545
CMP_00449,Brand_174,Fintech,SEA,Instagram,INF_8347,@creator_17076,Tech,Nano,7747,1,Conversions,2621,9,6,29,0.0158,0.0491,896,44,38,1377.41,60694.64,23557.44,3703.14,3986.26,31246.85,11921.73,34.87,710.16,1.94,0.94,0,1.128,1.175,0.697
CMP_00450,Brand_192,Gaming,India,Instagram,INF_9826,@creator_33371,Family,Macro,336317,3,Awareness,502770,1400,316,489,0.0296,0.0126,154774,1954,1527,1162.2,2270966.57,590160.14,98731.29,174017.32,862908.75,1716.31,5.58,441.61,2.63,1.63,0,2.643,1.39,0.289
CMP_00451,Brand_829,Fitness,US,Instagram,INF_9016,@creator_34146,Tech,Micro,12968,1,Awareness,2981,45,39,0,0.0167,0.041,7296,299,215,997.27,298671.05,76333.29,27273.98,7271.66,110878.93,37195.21,15.2,370.83,2.69,1.69,0,1.849,1.056,0.306
CMP_00452,Brand_128,Gaming,SEA,YouTube,INF_1862,@creator_80063,Fitness,Mega,1339226,4,Conversions,2213147,12668,3130,4712,0.0397,0.0627,35967,2256,2011,2181.52,4921581.14,1541350.5,470726.24,333907.07,2345983.81,1060.02,65.23,1039.89,2.1,1.1,0,2.286,1.232,0.839
CMP_00453,Brand_744,Fashion,India,YouTube,INF_7837,@creator_87932,Beauty,Nano,5926,4,Conversions,7237,26,13,5,0.0184,0.0325,492,16,12,2658.04,43401.55,13322.57,3391.22,4221.83,20935.63,2892.86,42.55,1308.48,2.07,1.07,0,2.117,1.181,0.997
CMP_00454,Brand_720,Fashion,US,Instagram,INF_5864,@creator_56235,Fashion,Mega,1597243,1,Conversions,333822,7177,1805,2702,0.0221,0.0231,74965,1732,1447,2277.35,3944547.71,2146968.38,718177.75,361242.25,3226388.38,9665.0,43.04,1862.81,1.22,0.22,0,1.949,1.089,0.605
CMP_00455,Brand_979,Fitness,India,Instagram,INF_2375,@creator_34240,Fashion,Micro,61243,5,Awareness,68651,243,41,59,0.0117,0.0389,17698,688,429,1067.78,735007.1,214433.95,37176.64,50606.43,302217.01,4402.22,17.08,439.27,2.43,1.43,0,1.544,1.078,0.757
CMP_00456,Brand_582,Fintech,India,YouTube,INF_9576,@creator_55874,Tech,Nano,3756,2,Traffic,1162,0,1,0,0.0198,0.0519,1099,57,46,1665.26,95058.63,22439.06,8264.56,5195.56,35899.17,30894.3,32.67,629.81,2.65,1.65,0,2.606,1.358,1.016
CMP_00457,Brand_716,Gaming,India,Instagram,INF_4044,@creator_81066,Beauty,Nano,1829,1,Conversions,402,0,11,0,0.0206,0.0348,3536,123,89,1461.48,180279.04,42747.25,7623.93,9910.01,60281.19,149953.22,17.05,490.09,2.99,1.99,0,1.778,1.361,0.475
CMP_00458,Brand_756,Fintech,SEA,Instagram,INF_5910,@creator_51887,Fashion,Nano,1523,4,Awareness,2990,97,0,6,0.0038,0.005,9800,49,36,1690.33,83996.0,20807.53,8423.8,3084.99,32316.32,10808.13,3.3,659.52,2.6,1.6,0,2.249,1.387,0.828
CMP_00459,Brand_857,D2C,US,Instagram,INF_7191,@creator_93378,Travel,Nano,5000,1,Conversions,1470,51,0,14,0.0132,0.0163,3425,56,42,3070.46,172883.82,35508.84,13292.98,8240.59,57042.41,38804.36,16.65,1018.61,3.03,2.03,1,2.827,1.342,0.43
CMP_00460,Brand_512,Fitness,India,TikTok,INF_9103,@creator_68581,Fitness,Nano,8076,3,Traffic,7587,0,6,11,0.0183,0.0395,6526,258,202,1205.95,311566.81,50581.67,10435.18,12491.38,73508.23,9688.71,11.26,284.92,4.24,3.24,1,2.106,1.294,0.501
CMP_00461,Brand_905,Fashion,India,YouTube,INF_5865,@creator_67298,Other,Macro,108705,1,Conversions,50095,604,181,243,0.0262,0.0421,13191,555,344,3132.91,1740596.15,653334.2,127588.34,54183.34,835105.89,16670.44,63.31,1504.7,2.08,1.08,0,1.493,1.1,0.673
CMP_00462,Brand_375,Fashion,India,Instagram,INF_3040,@creator_98652,Other,Micro,57993,3,Awareness,83871,563,110,183,0.0233,0.0358,22680,811,574,682.64,553711.79,144853.36,28956.4,36903.55,210713.31,2512.35,9.29,259.82,2.63,1.63,0,1.15,1.371,0.738
CMP_00463,Brand_703,Gaming,US,TikTok,INF_6938,@creator_52692,Family,Micro,16702,5,Awareness,34277,203,49,87,0.0357,0.0071,25616,183,141,1687.64,309827.26,66844.16,10653.94,9729.51,87227.6,2544.79,3.41,476.65,3.55,2.55,1,1.207,1.343,0.79
CMP_00464,Brand_777,D2C,India,Instagram,INF_8769,@creator_70760,Travel,Macro,265667,2,Awareness,249017,1542,407,585,0.0243,0.0318,14690,467,363,2731.48,1276267.56,524413.31,94926.26,106913.45,726253.01,2916.48,49.44,1555.15,1.76,0.76,0,2.153,1.383,0.614
CMP_00465,Brand_626,Tech,US,Instagram,INF_3793,@creator_86674,Food,Nano,2907,5,Conversions,5102,40,0,26,0.0266,0.005,8800,44,37,1376.89,61166.71,17001.48,3667.79,4046.11,24715.37,4844.25,2.81,561.71,2.47,1.47,0,1.147,1.116,0.442
CMP_00466,Brand_688,Beauty,US,Instagram,INF_7203,@creator_69004,Fashion,Mega,3455802,3,Traffic,4296344,33853,8444,12680,0.0056,0.0224,89725,2013,1482,2061.03,4150605.72,1801273.3,648348.6,397754.85,2847376.75,662.74,31.73,1414.49,1.46,0.46,0,1.241,1.164,0.594
CMP_00467,Brand_514,Beauty,India,Instagram,INF_4563,@creator_38205,Beauty,Nano,6445,3,Traffic,5403,0,0,9,0.0327,0.0167,2451,41,26,1459.74,60019.74,13777.04,4780.77,1631.21,20189.02,3736.63,8.24,492.42,2.97,1.97,0,1.605,1.22,0.495
CMP_00468,Brand_526,Tech,US,Instagram,INF_4801,@creator_51048,Family,Nano,9536,1,Awareness,3078,64,30,2,0.0117,0.023,1917,44,34,3735.38,165031.8,26597.25,6397.01,3076.34,36070.6,11718.84,18.82,819.79,4.58,3.58,1,2.774,1.306,0.601
CMP_00469,Brand_407,Fashion,US,Instagram,INF_5310,@creator_55955,Fitness,Macro,102284,2,Conversions,92312,1066,257,372,0.0199,0.0184,49704,914,619,1897.98,1734829.06,417741.15,172916.31,47673.56,638331.01,6914.93,12.84,698.39,2.72,1.72,0,1.705,1.321,0.322
CMP_00470,Brand_924,Gaming,SEA,YouTube,INF_4490,@creator_13543,Family,Nano,3646,4,Awareness,5389,0,3,33,0.0195,0.0368,3346,123,107,1436.42,176804.43,45232.75,12284.8,11625.26,69142.81,12830.36,20.66,562.14,2.56,1.56,0,2.533,1.334,1.006
CMP_00471,Brand_275,Fashion,MENA,Instagram,INF_6994,@creator_24693,Tech,Nano,7470,3,Awareness,8863,0,13,27,0.046,0.0625,527,33,28,2870.48,95510.46,36842.04,5328.51,2631.85,44802.4,5054.99,85.01,1357.65,2.13,1.13,0,1.195,1.086,0.684
CMP_00472,Brand_480,Beauty,EU,TikTok,INF_2085,@creator_15446,Fitness,Nano,1097,2,App Installs,403,1,12,10,0.0244,0.0263,10288,271,196,949.77,258266.71,48528.08,8960.92,8833.78,66322.78,164572.65,6.45,244.73,3.89,2.89,1,2.657,1.216,1.042
CMP_00473,Brand_702,Beauty,India,YouTube,INF_8466,@creator_90631,Other,Nano,1538,2,Traffic,1203,48,0,42,0.0155,0.033,2121,70,56,2500.38,175764.73,54091.54,10670.36,11827.2,76589.1,63665.09,36.11,1094.13,2.29,1.29,0,1.025,1.126,0.419
CMP_00474,Brand_958,Beauty,India,Instagram,INF_4151,@creator_58426,Travel,Nano,2990,2,Conversions,2317,34,18,43,0.022,0.0324,617,20,15,3218.7,66699.51,15002.96,5816.54,4303.64,25123.14,10842.96,40.72,1256.16,2.65,1.65,0,1.74,1.344,0.757
CMP_00475,Brand_812,Food,India,YouTube,INF_7989,@creator_63942,Tech,Nano,2026,1,Awareness,438,6,11,26,0.0361,0.0395,1847,73,44,1305.91,95421.18,34849.33,10842.32,7508.04,53199.7,121460.5,28.8,728.76,1.79,0.79,0,2.585,1.082,0.414
CMP_00476,Brand_908,Gaming,US,YouTube,INF_1994,@creator_47499,Fitness,Macro,148975,5,Conversions,339818,850,208,316,0.0204,0.0351,23862,838,664,1709.28,1432656.29,509636.53,82605.51,146778.76,739020.8,2174.75,30.97,881.89,1.94,0.94,0,2.172,1.154,0.498
