Campaign_ID,Influencer_ID,Category,Influencer_Tier,Followers_Count,Platform,Date_Posted,Cost_Fee_INR,Impressions,Likes,Comments,Shares,Link_Clicks,Total_Orders,Total_Revenue_INR
CMP_202509_50,INF_E1186675,Lifestyle,Nano,6749,YouTube,2025-09-13,13922,5613,73,4,8,204,5,6897
CMP_202504_54,INF_81DC7C1E,Lifestyle,Nano,8377,LinkedIn,2025-04-27,7269,3425,169,9,19,48,1,2736
CMP_202509_73,INF_945C1254,Finance,Nano,5234,Instagram,2025-09-09,1143,2594,79,4,9,25,0,0
CMP_202501_80,INF_EABE7C42,Gaming,Nano,5400,TikTok,2025-01-25,1000,2208,85,5,10,5,0,0
CMP_202507_69,INF_521FF321,Beauty,Mega,3282091,LinkedIn,2025-07-21,3189387,4755518,24405,1435,2871,81567,5419,7600120
CMP_202510_66,INF_FA07837B,Beauty,Micro,74875,YouTube,2025-10-13,138874,27001,359,21,42,842,43,76601
CMP_202503_81,INF_A54119E8,Beauty,Mid,447721,TikTok,2025-03-21,41877,253378,3209,188,377,253,4,4699
CMP_202506_33,INF_9E77840A,Gaming,Nano,8676,Instagram,2025-06-23,2858,4687,144,8,17,54,1,2145
CMP_202509_74,INF_1AEF48C4,Beauty,Micro,60616,Instagram,2025-09-01,37719,21563,1020,60,120,458,13,11854
CMP_202512_11,INF_D69E751D,Fashion,Micro,17188,YouTube,2025-12-16,6383,3318,147,8,17,125,6,18541
CMP_202501_81,INF_9CDD0B59,Tech,Mid,186522,Instagram,2025-01-04,47445,105076,4669,274,549,1067,28,512295
CMP_202507_28,INF_BE0D20BC,Finance,Nano,9442,YouTube,2025-07-11,18232,9099,270,15,31,347,4,28748
CMP_202508_32,INF_1C88462C,Tech,Mid,196713,LinkedIn,2025-08-11,250312,251192,5519,324,649,3151,9,210581
CMP_202504_18,INF_7EF6AE8A,Tech,Mid,143368,YouTube,2025-04-29,165277,83164,1905,112,224,3274,107,2554987
CMP_202501_61,INF_9AA380A3,Gaming,Nano,5010,YouTube,2025-01-07,3878,2185,106,6,12,103,3,4208
CMP_202501_83,INF_66CFD82D,Fashion,Nano,6330,TikTok,2025-01-27,1000,4659,113,6,13,4,0,0
CMP_202512_83,INF_A5E9C9FC,Lifestyle,Micro,67161,TikTok,2025-12-24,15878,31580,624,36,73,542,7,9466
CMP_202512_52,INF_1B9E8E65,Tech,Mid,251445,YouTube,2025-12-11,257948,456082,4698,276,552,16675,407,7530198
CMP_202507_40,INF_D960C311,Tech,Mid,452650,LinkedIn,2025-07-28,577291,755289,15275,898,1797,14686,451,9099944
CMP_202509_68,INF_1C88462C,Tech,Mid,196713,Instagram,2025-09-02,34568,171094,3138,184,369,2920,49,350324
CMP_202507_83,INF_C0E414E6,Tech,Nano,7514,YouTube,2025-07-09,7411,15587,385,22,45,671,21,325566
CMP_202510_94,INF_959F1A0F,Finance,Mid,395467,YouTube,2025-10-12,454895,376154,8216,483,966,11225,215,1589178
CMP_202508_78,INF_1047FEE4,Finance,Mid,376766,LinkedIn,2025-08-25,137872,310147,9457,556,1112,4318,81,664208
CMP_202506_20,INF_AA5A547C,Fashion,Mega,2919398,Instagram,2025-06-25,512600,2972958,20893,1229,2458,30088,790,1760808
CMP_202506_66,INF_AB1DECA8,Gaming,Micro,72327,YouTube,2025-06-25,71737,25446,310,18,36,1235,35,17917
CMP_202505_67,INF_1E802468,Fashion,Mid,205717,Instagram,2025-05-31,49316,353736,2363,139,278,5547,148,467089
CMP_202506_84,INF_94531F06,Fashion,Nano,8853,Instagram,2025-06-27,2235,10314,498,29,58,188,4,15136
CMP_202511_31,INF_BBB0B57E,Lifestyle,Mid,307490,YouTube,2025-11-19,293232,632284,12668,745,1490,25399,783,871793
CMP_202507_17,INF_23EC81B2,Lifestyle,Micro,53158,LinkedIn,2025-07-03,74164,23929,1110,65,130,320,12,15648
CMP_202509_49,INF_05BCD2DE,Finance,Micro,59897,LinkedIn,2025-09-11,91855,71917,891,52,104,1810,36,312050
CMP_202509_42,INF_BF466672,Beauty,Nano,5564,LinkedIn,2025-09-05,4233,16662,425,25,50,239,16,17729
CMP_202507_19,INF_598AB6C5,Gaming,Micro,92804,TikTok,2025-07-04,13571,44867,1487,87,175,124,1,1513
CMP_202505_62,INF_C18DA86C,Beauty,Nano,7098,YouTube,2025-05-31,12521,817,19,1,2,32,1,1729
CMP_202510_66,INF_50E5CCB7,Fashion,Nano,8280,Instagram,2025-10-01,3152,15610,306,18,36,111,2,3238
CMP_202501_31,INF_DB4CBFAD,Gaming,Mid,433628,Instagram,2025-01-31,126905,529580,14365,845,1690,5333,110,101189
CMP_202505_52,INF_1CB6EAA1,Fashion,Micro,50471,LinkedIn,2025-05-26,67695,54667,1871,110,220,1102,5,15250
CMP_202512_40,INF_B2F04945,Beauty,Micro,99418,TikTok,2025-12-04,15512,43242,1410,82,165,477,11,17984
CMP_202504_66,INF_30836613,Gaming,Mid,260572,YouTube,2025-04-11,122306,87322,3133,184,368,2370,69,159318
CMP_202501_80,INF_9240047D,Tech,Nano,9309,Instagram,2025-01-29,1000,7136,325,19,38,78,0,0
CMP_202503_27,INF_1BC63DC4,Fashion,Micro,94606,Instagram,2025-03-21,31320,25330,269,15,31,25,0,0
CMP_202503_78,INF_B7501B84,Tech,Nano,8340,TikTok,2025-03-12,1128,3684,153,9,18,9,0,0
CMP_202503_67,INF_5909BCFB,Finance,Nano,6850,YouTube,2025-03-22,5068,2496,46,2,5,116,2,19645
CMP_202509_32,INF_9DF75232,Tech,Mid,430572,TikTok,2025-09-06,95907,183765,5916,348,696,1576,24,199951
CMP_202511_70,INF_7149F3E4,Tech,Nano,9687,TikTok,2025-11-22,2398,17289,609,35,71,259,0,0
CMP_202510_62,INF_F95926E3,Fashion,Macro,869983,YouTube,2025-10-09,706497,708257,15679,922,1844,29889,1109,3948807
CMP_202506_57,INF_ED7A244E,Finance,Nano,5746,LinkedIn,2025-06-12,12635,1994,23,1,2,47,0,0
CMP_202511_14,INF_97F0F1B4,Lifestyle,Micro,67578,Instagram,2025-11-07,28109,39771,1682,98,197,813,17,45548
CMP_202503_64,INF_248CEC8A,Fashion,Nano,7664,Instagram,2025-03-27,2347,3550,141,8,16,48,0,0
CMP_202505_46,INF_F49B8060,Finance,Micro,20133,LinkedIn,2025-05-16,32910,33011,1423,83,167,476,9,67072
CMP_202501_16,INF_F72B3130,Tech,Macro,731818,TikTok,2025-01-30,90302,760343,22808,1341,2683,12743,174,1583443
CMP_202507_95,INF_D3355F3B,Fashion,Nano,7989,YouTube,2025-07-19,7039,5270,148,8,17,223,0,0
CMP_202502_16,INF_562A8253,Tech,Mid,399758,Instagram,2025-02-06,283786,311711,2894,170,340,2604,59,851977
CMP_202503_45,INF_2844D54B,Lifestyle,Micro,71041,LinkedIn,2025-03-15,139037,127163,3271,192,384,2048,107,140598
CMP_202506_15,INF_892804ED,Beauty,Mid,459038,Instagram,2025-06-03,100945,577996,7917,465,931,5852,183,223552
CMP_202503_13,INF_97CA64DD,Gaming,Micro,94838,YouTube,2025-03-17,148181,73317,951,55,111,2923,10,9146
CMP_202505_45,INF_32F6A895,Fashion,Micro,69335,YouTube,2025-05-01,65261,19295,199,11,23,657,33,72073
CMP_202506_10,INF_B47CF0B1,Lifestyle,Nano,5857,Instagram,2025-06-30,2934,4553,113,6,13,31,0,0
CMP_202505_99,INF_15F1555D,Gaming,Micro,82692,YouTube,2025-05-24,133723,23921,469,27,55,960,33,50989
CMP_202510_31,INF_0C8C23DD,Tech,Mid,258617,TikTok,2025-10-07,40411,591990,17225,1013,2026,1907,10,230074
CMP_202508_33,INF_326E5998,Gaming,Nano,8060,TikTok,2025-08-01,2109,5180,135,7,15,57,0,0
CMP_202504_55,INF_A49D3E15,Finance,Mid,167186,TikTok,2025-04-20,28698,307540,3974,233,467,1929,11,64019
CMP_202501_37,INF_BFE6C976,Gaming,Nano,9919,LinkedIn,2025-01-21,17162,4698,113,6,13,73,3,3431
CMP_202502_29,INF_FE374C33,Lifestyle,Micro,26000,YouTube,2025-02-13,23523,21527,1010,59,118,916,3,3820
CMP_202509_69,INF_65714168,Tech,Mid,185370,Instagram,2025-09-17,96930,111886,5303,311,623,620,9,75958
CMP_202505_58,INF_01E796B1,Gaming,Micro,46926,YouTube,2025-05-22,37294,114126,1983,116,233,5228,203,361840
CMP_202504_96,INF_AD05EF77,Fashion,Micro,98493,TikTok,2025-04-18,14885,80822,1096,64,129,676,13,38452
CMP_202506_39,INF_BF9CD475,Lifestyle,Micro,53278,LinkedIn,2025-06-07,80112,26173,1033,60,121,410,17,32202
CMP_202504_87,INF_537F2704,Fashion,Mid,355761,Instagram,2025-04-02,143863,95441,2179,128,256,1484,37,66868
CMP_202502_54,INF_793016F1,Finance,Micro,22603,LinkedIn,2025-02-02,18927,31272,532,31,62,411,5,66813
CMP_202503_54,INF_ECD86A8C,Finance,Nano,8746,YouTube,2025-03-03,10728,12820,184,10,21,541,10,94203
CMP_202502_26,INF_08FDDF27,Fashion,Macro,948560,Instagram,2025-02-06,242500,589601,8241,484,969,9269,151,449359
CMP_202509_84,INF_432FA6A6,Gaming,Micro,13419,Instagram,2025-09-24,4285,21269,453,26,53,274,4,8913
CMP_202509_95,INF_5D327D73,Beauty,Micro,32632,LinkedIn,2025-09-08,34568,15016,195,11,23,136,7,11985
CMP_202512_78,INF_24EA69D5,Tech,Macro,573186,TikTok,2025-12-06,124214,375823,9479,557,1115,7840,143,2790973
CMP_202504_62,INF_F158BBA2,Fashion,Micro,72642,Instagram,2025-04-14,14745,113822,5604,329,659,1709,38,75530
CMP_202502_90,INF_3084A072,Lifestyle,Micro,98819,LinkedIn,2025-02-21,204631,169214,6068,356,713,1915,76,182106
CMP_202512_63,INF_B3ADF90F,Finance,Mid,117253,TikTok,2025-12-06,12870,30087,986,58,116,494,6,56740
CMP_202504_62,INF_C1733073,Lifestyle,Micro,34276,LinkedIn,2025-04-20,45026,26579,1297,76,152,405,14,38580
CMP_202502_49,INF_C674D746,Finance,Micro,23393,TikTok,2025-02-04,3300,11281,492,28,57,91,0,0
CMP_202506_34,INF_70435374,Finance,Macro,739380,LinkedIn,2025-06-07,633046,628460,12820,754,1508,13208,346,1770535
CMP_202503_71,INF_DB53584A,Fashion,Mid,456279,TikTok,2025-03-23,27421,409297,7280,428,856,409,8,22481
CMP_202509_41,INF_7DFDBD82,Tech,Micro,86795,TikTok,2025-09-15,13661,26175,334,19,39,393,0,0
CMP_202509_82,INF_400D4F5B,Tech,Mid,274611,YouTube,2025-09-09,545979,220239,5073,298,596,9145,206,1083463
CMP_202510_46,INF_4FDBCD07,Tech,Micro,78724,Instagram,2025-10-18,30095,86497,3823,224,449,1064,21,207387
CMP_202507_19,INF_ED3B83C8,Lifestyle,Micro,32088,YouTube,2025-07-24,26225,48282,1893,111,222,1961,83,233907
CMP_202501_87,INF_3101CE51,Fashion,Mid,313961,Instagram,2025-01-31,50251,87623,4414,259,519,1182,25,50078
CMP_202503_89,INF_33029391,Tech,Micro,81904,YouTube,2025-03-24,93004,138801,4222,248,496,5715,189,4609857
CMP_202507_34,INF_547675F8,Tech,Nano,8493,LinkedIn,2025-07-28,10318,10061,371,21,43,161,5,68608
CMP_202505_98,INF_8A9AC037,Lifestyle,Micro,11029,YouTube,2025-05-17,14837,5100,200,11,23,232,7,12495
CMP_202509_10,INF_85E5069D,Beauty,Nano,7129,Instagram,2025-09-11,2130,3165,119,7,14,55,0,0
CMP_202502_89,INF_DC9ED878,Lifestyle,Micro,21577,LinkedIn,2025-02-18,48393,10063,452,26,53,140,5,6442
CMP_202502_23,INF_0B790E88,Tech,Micro,59878,YouTube,2025-02-01,61188,50196,1553,91,182,1613,46,380411
CMP_202502_72,INF_93557B57,Tech,Micro,14981,LinkedIn,2025-02-19,23918,9610,436,25,51,109,3,47954
CMP_202507_31,INF_E50582DA,Gaming,Macro,864144,LinkedIn,2025-07-08,585243,1494517,29245,1720,3440,16082,634,1541063
CMP_202505_28,INF_9EEC2ACC,Lifestyle,Micro,96343,Instagram,2025-05-14,28489,40215,1436,84,169,493,12,21698
CMP_202506_77,INF_F0C6DF44,Gaming,Micro,73142,Instagram,2025-06-04,16928,82930,1665,97,195,1093,20,49299
CMP_202511_57,INF_626F802F,Finance,Nano,7888,TikTok,2025-11-21,2249,7274,238,14,28,27,0,0
CMP_202507_25,INF_B444F474,Tech,Mid,208308,LinkedIn,2025-07-11,176452,231261,6962,409,819,4214,166,3571585
CMP_202507_40,INF_EEE766DC,Finance,Micro,18001,YouTube,2025-07-20,18148,11159,192,11,22,492,5,35175
CMP_202512_80,INF_7EDD0726,Lifestyle,Micro,70979,YouTube,2025-12-28,201926,107305,2295,135,270,2905,143,324199
CMP_202503_82,INF_17016951,Finance,Micro,39583,Instagram,2025-03-28,10996,37521,1843,108,216,545,11,157438
CMP_202503_31,INF_6B03087F,Beauty,Mid,103538,TikTok,2025-03-30,18817,47041,1350,79,158,536,1,1470
CMP_202506_51,INF_E8CA484C,Beauty,Micro,77699,Instagram,2025-06-20,35841,123348,1162,68,136,1555,54,49325
CMP_202501_62,INF_462F3320,Lifestyle,Mid,290798,YouTube,2025-01-28,204634,146763,3258,191,383,6083,192,363846
CMP_202512_51,INF_F1A450D5,Gaming,Mid,266733,TikTok,2025-12-09,17454,186917,5439,319,639,1719,37,87947
CMP_202506_55,INF_291EECA6,Fashion,Micro,53331,LinkedIn,2025-06-28,219341,67562,2174,127,255,1148,4,13430
CMP_202504_97,INF_9DF75232,Tech,Mid,430572,LinkedIn,2025-04-26,266899,414730,8900,523,1047,7859,266,5749836
CMP_202506_32,INF_6DFED655,Fashion,Nano,9078,TikTok,2025-06-04,2217,5849,73,4,8,22,0,0
CMP_202512_77,INF_11AC3979,Lifestyle,Micro,81206,Instagram,2025-12-16,11983,44896,1552,91,182,229,5,11943
CMP_202502_41,INF_62A7A5D6,Lifestyle,Micro,13871,Instagram,2025-02-01,2649,12045,497,29,58,96,2,4861
CMP_202504_56,INF_71892502,Fashion,Micro,97818,YouTube,2025-04-01,115072,144181,4917,289,578,4626,191,328100
CMP_202506_70,INF_EEFA1DCE,Finance,Mega,3442447,LinkedIn,2025-06-21,5786735,3573597,57150,3361,6723,68514,1379,8854072
CMP_202503_10,INF_E0D58A21,Gaming,Micro,65326,YouTube,2025-03-22,39418,45344,2030,119,238,1990,57,92325
CMP_202503_93,INF_990EEA7D,Finance,Macro,663161,TikTok,2025-03-06,187791,356698,3970,233,467,5176,0,0
CMP_202509_19,INF_2844D54B,Lifestyle,Micro,71041,YouTube,2025-09-21,49900,31540,1534,90,180,1481,48,104578
CMP_202511_92,INF_3C1E5714,Finance,Mid,263827,LinkedIn,2025-11-06,509848,194157,6593,387,775,3030,57,662343
CMP_202509_35,INF_42A9754F,Beauty,Macro,717249,TikTok,2025-09-17,67376,546695,12602,741,1482,1645,27,46043
CMP_202506_38,INF_1DCC9C88,Lifestyle,Micro,63804,LinkedIn,2025-06-12,104038,122875,1255,73,147,1763,80,188015
CMP_202511_28,INF_10FE3378,Fashion,Mid,260521,YouTube,2025-11-15,158910,143649,5409,318,636,5169,205,462635
CMP_202510_72,INF_837DB875,Gaming,Mid,378013,Instagram,2025-10-26,258398,425235,6932,407,815,4926,105,222098
CMP_202504_59,INF_1C0C8951,Lifestyle,Nano,9532,TikTok,2025-04-23,1835,4510,216,12,25,17,0,0
CMP_202505_94,INF_E6E20332,Tech,Macro,632530,LinkedIn,2025-05-23,874259,625812,7957,468,936,11840,373,4111210
CMP_202503_15,INF_E8CA484C,Beauty,Micro,77699,LinkedIn,2025-03-24,129824,80348,731,43,86,1258,86,120381
CMP_202505_52,INF_6CB063D5,Finance,Mid,251801,LinkedIn,2025-05-12,454767,184850,2246,132,264,3940,105,595740
CMP_202504_10,INF_41C9C7D0,Finance,Micro,43470,LinkedIn,2025-04-24,53042,42513,541,31,63,591,8,74809
CMP_202509_54,INF_BAAAE281,Tech,Micro,74451,Instagram,2025-09-04,26592,60443,1569,92,184,764,12,156142
CMP_202510_72,INF_1793B277,Finance,Micro,10832,YouTube,2025-10-11,7138,4836,113,6,13,232,3,30661
CMP_202501_87,INF_958D6456,Beauty,Nano,7858,YouTube,2025-01-22,5865,3995,80,4,9,159,6,8374
CMP_202501_48,INF_C698636F,Gaming,Mid,226323,Instagram,2025-01-28,84792,320421,8123,477,955,2877,7,5411
CMP_202504_84,INF_17A95C49,Beauty,Micro,78346,TikTok,2025-04-02,7522,28455,527,31,62,228,4,4579
CMP_202506_67,INF_7F40CD86,Lifestyle,Micro,59324,Instagram,2025-06-09,9009,95938,4537,266,533,1215,1,1807
CMP_202502_28,INF_D69E751D,Fashion,Micro,17188,YouTube,2025-02-24,25566,16026,766,45,90,625,24,80052
CMP_202504_35,INF_996E0ED9,Finance,Nano,9188,LinkedIn,2025-04-08,23938,6740,260,15,30,139,3,20268
CMP_202501_37,INF_D7D20AC9,Tech,Mega,1247415,LinkedIn,2025-01-22,2669484,748850,17172,1010,2020,11849,374,3782366
CMP_202503_88,INF_08C9FB70,Tech,Micro,20324,TikTok,2025-03-22,1682,41750,1116,65,131,321,0,0
CMP_202510_12,INF_68248FBD,Fashion,Nano,7742,TikTok,2025-10-26,1000,7150,108,6,12,115,2,6498
CMP_202512_69,INF_1047FEE4,Finance,Mid,376766,Instagram,2025-12-31,63514,524600,4594,270,540,7098,16,140025
CMP_202502_34,INF_07259526,Fashion,Nano,6949,YouTube,2025-02-11,6298,5151,155,9,18,197,8,28176
CMP_202503_16,INF_C0292E38,Tech,Micro,47373,Instagram,2025-03-28,11388,38207,688,40,81,309,3,64846
CMP_202511_41,INF_4DD24889,Finance,Micro,36362,TikTok,2025-11-26,5488,14902,371,21,43,167,0,0
CMP_202511_36,INF_FB1D3C02,Finance,Micro,15754,TikTok,2025-11-25,2793,18426,238,14,28,182,0,0
CMP_202509_88,INF_240923F2,Gaming,Micro,73565,YouTube,2025-09-19,60269,167771,3103,182,365,7780,268,326928
CMP_202502_79,INF_248CEC8A,Fashion,Nano,7664,TikTok,2025-02-07,1000,4361,109,6,12,80,1,3507
CMP_202507_78,INF_EE872AC8,Gaming,Mega,4731815,LinkedIn,2025-07-07,3394264,5012203,72652,4273,8547,84689,4233,7558923
CMP_202504_90,INF_EC982524,Tech,Micro,91688,Instagram,2025-04-25,28992,59573,872,51,102,401,9,161185
CMP_202510_61,INF_C47035A5,Tech,Nano,6138,TikTok,2025-10-12,1236,5732,52,3,6,50,0,0
CMP_202510_63,INF_AA44A48B,Fashion,Micro,59817,YouTube,2025-10-06,70669,88118,1883,110,221,3131,100,195378
CMP_202503_77,INF_8CEC0B2C,Fashion,Nano,5871,LinkedIn,2025-03-09,4822,3460,160,9,18,52,2,4404
CMP_202509_19,INF_3C74FFFC,Fashion,Micro,76295,LinkedIn,2025-09-20,151544,88382,4370,257,514,919,46,118098
CMP_202509_64,INF_F92B298F,Finance,Mid,296247,YouTube,2025-09-22,247353,471825,4523,266,532,14751,239,3453490
CMP_202506_46,INF_BD9528EE,Finance,Macro,668211,Instagram,2025-06-15,137920,864295,18553,1091,2182,6278,54,632478
CMP_202512_97,INF_0BE30BB9,Fashion,Micro,92664,YouTube,2025-12-12,105900,214825,3246,190,381,8596,376,1376784
CMP_202502_80,INF_8F9CF599,Beauty,Micro,49645,TikTok,2025-02-07,7290,109831,5545,326,652,1040,3,3732
CMP_202508_49,INF_9B05C1C3,Fashion,Nano,5544,LinkedIn,2025-08-13,5088,4945,241,14,28,115,5,15073
CMP_202507_11,INF_E356978B,Finance,Micro,24629,LinkedIn,2025-07-15,17520,27694,536,31,63,428,9,90388
CMP_202503_87,INF_A6428158,Finance,Mid,294314,TikTok,2025-03-24,68082,560432,3622,213,426,1070,9,61079
CMP_202507_17,INF_DC91477A,Fashion,Micro,47051,TikTok,2025-07-29,8670,160735,4982,293,586,958,1,3678
CMP_202503_38,INF_5A62345F,Lifestyle,Mid,450105,YouTube,2025-03-21,321240,210465,3900,229,458,8317,285,802674
CMP_202501_84,INF_F20D20E3,Beauty,Mid,416754,LinkedIn,2025-01-27,584357,212636,3483,204,409,4718,273,330837
CMP_202506_39,INF_431E625F,Tech,Nano,7208,LinkedIn,2025-06-08,16045,6760,59,3,7,112,3,29652
CMP_202503_86,INF_93150FE9,Tech,Micro,59102,LinkedIn,2025-03-10,77414,24951,512,30,60,49,1,5902
CMP_202508_88,INF_EE08A9F5,Tech,Mid,457390,TikTok,2025-08-05,79903,350696,9888,581,1163,4365,106,856455
CMP_202501_19,INF_1AEF48C4,Beauty,Micro,60616,YouTube,2025-01-22,83686,42598,1482,87,174,1550,84,163890
CMP_202511_19,INF_547675F8,Tech,Nano,8493,Instagram,2025-11-23,1424,4795,52,3,6,106,1,21664
CMP_202503_25,INF_427BCF6E,Gaming,Nano,5880,Instagram,2025-03-08,1101,3736,79,4,9,71,1,2283
CMP_202501_26,INF_744A83CD,Gaming,Micro,98425,Instagram,2025-01-06,28406,37564,759,44,89,318,8,13367
CMP_202510_25,INF_8E5A7E3B,Fashion,Nano,5767,TikTok,2025-10-27,1061,3919,69,4,8,27,0,0
CMP_202505_98,INF_A54119E8,Beauty,Mid,447721,LinkedIn,2025-05-13,704864,574234,17234,1013,2027,13127,805,784441
CMP_202501_67,INF_DDC54AAC,Beauty,Micro,42032,LinkedIn,2025-01-22,97230,30405,411,24,48,140,9,9332
CMP_202512_39,INF_F1B442BD,Fashion,Nano,9251,LinkedIn,2025-12-29,14276,8560,158,9,18,82,3,10402
CMP_202512_16,INF_8677DCB3,Beauty,Macro,551314,TikTok,2025-12-02,77820,365451,3672,216,432,1386,37,62159
CMP_202503_63,INF_3CCFC10C,Finance,Mid,461111,LinkedIn,2025-03-06,369888,757531,14880,875,1750,9120,154,1219486
CMP_202501_88,INF_72C30F62,Beauty,Nano,8103,YouTube,2025-01-04,6540,5058,113,6,13,195,0,0
CMP_202509_78,INF_66CFD82D,Fashion,Nano,6330,Instagram,2025-09-18,2342,3270,87,5,10,18,0,0
CMP_202508_20,INF_E969B380,Fashion,Micro,12755,TikTok,2025-08-22,1000,15401,454,26,53,50,1,1527
CMP_202509_23,INF_462F3320,Lifestyle,Mid,290798,LinkedIn,2025-09-05,550493,146222,6777,398,797,755,3,5949
CMP_202503_34,INF_F1D28EAA,Lifestyle,Micro,28370,LinkedIn,2025-03-12,87641,25257,1105,65,130,319,11,32694
CMP_202507_71,INF_9C4B05FB,Lifestyle,Micro,59509,TikTok,2025-07-01,14530,84161,3027,178,356,360,2,4134
CMP_202506_44,INF_F95926E3,Fashion,Macro,869983,Instagram,2025-06-29,387202,1223662,17214,1012,2025,17579,441,1563189
CMP_202508_31,INF_EBB63D74,Gaming,Nano,8669,TikTok,2025-08-07,1454,8487,197,11,23,57,0,0
CMP_202512_29,INF_AFF10A11,Beauty,Micro,86035,LinkedIn,2025-12-12,91045,47962,2278,134,268,391,21,31651
CMP_202507_26,INF_68248FBD,Fashion,Nano,7742,Instagram,2025-07-25,2112,11238,107,6,12,143,3,11592
CMP_202505_53,INF_BFE6C976,Gaming,Nano,9919,YouTube,2025-05-10,5496,5180,251,14,29,236,9,19826
CMP_202506_49,INF_B480CC3F,Tech,Micro,71426,LinkedIn,2025-06-14,74801,83296,3420,201,402,1584,51,400511
CMP_202501_42,INF_C388A8CF,Lifestyle,Nano,7652,YouTube,2025-01-10,7685,16523,705,41,83,555,18,18569
CMP_202512_39,INF_DB4CBFAD,Gaming,Mid,433628,YouTube,2025-12-29,486824,521654,5927,348,697,21651,864,674059
CMP_202503_13,INF_E9E6D23D,Fashion,Mid,201726,YouTube,2025-03-09,248054,373270,1978,116,232,14341,644,1972931
CMP_202508_11,INF_275BFE24,Gaming,Micro,51805,Instagram,2025-08-29,7313,34632,1592,93,187,447,11,17018
CMP_202509_74,INF_598AB6C5,Gaming,Micro,92804,YouTube,2025-09-12,93811,50486,1003,59,118,1843,79,118645
CMP_202501_37,INF_7B438D89,Gaming,Micro,36396,YouTube,2025-01-15,73230,115198,3501,205,411,4709,186,182939
CMP_202502_30,INF_4AD6CD0A,Gaming,Nano,7071,TikTok,2025-02-12,1185,5552,97,5,11,51,1,1996
CMP_202501_77,INF_B2D9B73D,Gaming,Nano,8116,Instagram,2025-01-18,1041,10751,447,26,52,114,2,3394
CMP_202501_97,INF_122A00DF,Gaming,Micro,75171,LinkedIn,2025-01-13,102278,104650,2215,130,260,1892,62,86201
CMP_202504_16,INF_A99D4129,Beauty,Micro,76476,LinkedIn,2025-04-06,76482,85847,3638,214,428,829,48,90786
CMP_202511_89,INF_B346E508,Fashion,Mid,170505,Instagram,2025-11-22,14221,161503,7106,418,836,1668,34,104358
CMP_202506_58,INF_CFA77774,Tech,Mid,238517,TikTok,2025-06-08,62161,132441,4209,247,495,731,11,247366
CMP_202501_93,INF_05A58AB1,Gaming,Micro,28217,LinkedIn,2025-01-23,23653,17282,460,27,54,228,8,18331
CMP_202511_56,INF_59543940,Beauty,Macro,994754,LinkedIn,2025-11-26,1118216,828279,13785,810,1621,14769,937,906079
CMP_202501_85,INF_93150FE9,Tech,Micro,59102,TikTok,2025-01-09,6141,21659,431,25,50,125,0,0
CMP_202506_50,INF_DC91477A,Fashion,Micro,47051,LinkedIn,2025-06-13,181715,28649,480,28,56,427,1,2456
CMP_202511_70,INF_83E96B1E,Lifestyle,Nano,5212,TikTok,2025-11-24,1000,5518,255,15,30,67,1,1417
CMP_202511_84,INF_2D78FC44,Gaming,Nano,6157,TikTok,2025-11-07,1000,2096,88,5,10,36,0,0
CMP_202512_24,INF_0CF04CA0,Gaming,Macro,892048,TikTok,2025-12-09,60905,830268,7034,413,827,3954,49,84595
CMP_202506_17,INF_59543940,Beauty,Macro,994754,LinkedIn,2025-06-29,518607,682453,13033,766,1533,7001,405,501037
CMP_202512_41,INF_E6E20332,Tech,Macro,632530,LinkedIn,2025-12-03,1203968,936748,8077,475,950,7599,244,5218048
CMP_202507_54,INF_F6EE3EEE,Gaming,Micro,67822,LinkedIn,2025-07-28,81488,111131,5033,296,592,2230,119,225732
CMP_202502_26,INF_08FDDF27,Fashion,Macro,948560,TikTok,2025-02-20,441969,351839,9029,531,1062,2038,44,66350
CMP_202502_65,INF_9BC2518A,Fashion,Micro,13744,LinkedIn,2025-02-02,15555,4433,189,11,22,53,2,3571
CMP_202502_97,INF_5CEA4002,Beauty,Micro,13867,YouTube,2025-02-20,13904,2598,62,3,7,82,3,5213
CMP_202504_84,INF_1E8B8BC6,Tech,Mid,300397,TikTok,2025-04-27,48644,395249,11900,700,1400,5371,65,598758
CMP_202510_22,INF_CF425E28,Gaming,Nano,8767,TikTok,2025-10-29,1574,2612,39,2,4,14,0,0
CMP_202510_76,INF_04CDA504,Tech,Nano,8299,TikTok,2025-10-31,1451,6424,201,11,23,89,1,19451
CMP_202506_41,INF_99E0B8EB,Gaming,Macro,606896,LinkedIn,2025-06-07,959834,509037,10968,645,1290,10048,558,797822
CMP_202511_99,INF_E29E22FF,Fashion,Micro,64670,LinkedIn,2025-11-24,80989,20267,472,27,55,186,7,19483
CMP_202505_57,INF_D032F80D,Finance,Micro,24642,LinkedIn,2025-05-23,48782,15403,330,19,38,133,3,24128
CMP_202507_90,INF_5C978B5C,Finance,Nano,8568,Instagram,2025-07-07,3185,2160,67,3,7,10,0,0
CMP_202508_89,INF_A515832A,Finance,Micro,25758,TikTok,2025-08-20,4120,12191,303,17,35,46,0,0
CMP_202502_11,INF_9419329A,Gaming,Mid,399377,LinkedIn,2025-02-22,577259,406704,8259,485,971,3877,120,66247
CMP_202505_77,INF_B5275930,Tech,Macro,851704,TikTok,2025-05-30,24455,966253,23674,1392,2785,7317,4,71570
