Campaign_ID,Influencer_ID,Influencer_Tier,Followers_Count,Platform,Format,Date_Posted,Cost_Fee_INR,Impressions,Likes,Comments,Shares,Saves,Link_Clicks,Total_Orders,Total_Revenue_INR,Promo_Code
CMP_202508_B,INF_646B32DA,Macro,657784,YouTube,Long_Video,2025-08-25,165900,278782,9412,381,1870,420,8111,362,1613140,SALE_32DA
CMP_202504_A,INF_FE0ED7DE,Nano,8799,YouTube,Short,2025-04-06,8500,11326,356,6,45,30,414,16,59945,SALE_D7DE
CMP_202511_B,INF_3C85A6DC,Macro,568007,YouTube,Short,2025-11-27,278100,574187,17174,760,1680,394,20734,699,1546199,SALE_A6DC
CMP_202506_B,INF_43C92CC8,Micro,94975,Instagram,Carousel,2025-06-23,8200,14271,812,21,94,50,193,4,8434,SALE_2CC8
CMP_202501_B,INF_A2E3442A,Micro,28502,Instagram,Story,2025-01-21,2200,12303,717,11,68,31,139,2,2476,SALE_442A
CMP_202601_C,INF_AAB6824E,Micro,28893,Instagram,Carousel,2026-01-01,2500,10061,308,11,56,20,104,1,1568,SALE_824E
CMP_202503_A,INF_5E490B28,Nano,8797,TikTok,Video,2025-03-06,400,14960,363,8,57,14,203,1,1011,SALE_0B28
CMP_202511_C,INF_FB689653,Macro,650549,LinkedIn,Text_Post,2025-11-03,498600,176620,4744,123,876,405,3710,177,1643049,SALE_9653
CMP_202504_A,INF_72C26892,Nano,2094,YouTube,Long_Video,2025-04-29,1600,470,17,0,1,1,15,0,0,SALE_6892
CMP_202504_C,INF_458954C0,Mid,395739,Instagram,Static_Post,2025-04-29,65100,569576,4687,169,883,272,5146,126,134941,SALE_54C0
CMP_202502_B,INF_173DB7EB,Nano,5335,YouTube,Short,2025-02-27,2600,3709,123,1,9,5,122,5,21072,SALE_B7EB
CMP_202512_B,INF_BABD603D,Nano,7597,LinkedIn,Text_Post,2025-12-03,7600,3760,51,0,7,4,74,3,37236,SALE_603D
CMP_202506_A,INF_9401E38E,Mid,452241,Instagram,Reel,2025-06-28,103800,206009,7629,250,1414,456,3085,50,83208,SALE_E38E
CMP_202511_C,INF_265EB59F,Nano,8397,TikTok,Video,2025-11-20,300,3565,151,3,28,6,53,0,0,SALE_B59F
CMP_202507_A,INF_4E6CAA9E,Mid,398832,TikTok,Video,2025-07-05,54500,7436015,268051,4282,40130,10107,102973,1974,2039881,SALE_AA9E
CMP_202509_A,INF_1F99BC94,Nano,7544,LinkedIn,Text_Post,2025-09-23,5800,8385,122,2,17,6,149,6,40271,SALE_BC94
CMP_202506_A,INF_66637E9A,Mid,173364,LinkedIn,Article,2025-06-23,162000,99152,3547,88,506,269,1538,67,715746,SALE_7E9A
CMP_202507_C,INF_12FA39E8,Mid,261642,TikTok,Video,2025-07-28,76800,449233,10358,337,1664,703,3831,59,63922,SALE_39E8
CMP_202505_B,INF_A1B30494,Micro,82112,YouTube,Short,2025-05-11,37500,12250,701,19,45,34,394,16,58283,SALE_0494
CMP_202501_B,INF_3DBE9372,Mid,186053,YouTube,Long_Video,2025-01-07,98700,239347,1879,41,309,174,8011,290,768058,SALE_9372
CMP_202505_A,INF_88168F22,Nano,6635,YouTube,Short,2025-05-15,2000,1254,70,1,11,4,46,1,2400,SALE_8F22
CMP_202507_C,INF_7F458F13,Mid,148358,TikTok,Video,2025-07-25,30000,51282,2936,50,501,279,569,10,13920,SALE_8F13
CMP_202504_C,INF_BBF2D29E,Micro,12783,TikTok,Video,2025-04-23,1600,16188,1085,11,130,66,234,3,1986,SALE_D29E
CMP_202507_B,INF_5114EF84,Micro,62213,TikTok,Video,2025-07-01,4300,48962,3408,167,361,168,312,3,3230,SALE_EF84
CMP_202506_A,INF_47BDC6DE,Nano,9597,Instagram,Static_Post,2025-06-17,1400,5807,397,11,33,19,63,1,2016,SALE_C6DE
CMP_202504_C,INF_14044CD8,Macro,685653,Instagram,Story,2025-04-12,107500,423031,17101,510,3328,411,3993,77,184321,SALE_4CD8
CMP_202510_A,INF_BF1A4EC1,Nano,1329,YouTube,Long_Video,2025-10-22,1500,2895,230,5,13,21,91,4,18847,SALE_4EC1
CMP_202502_A,INF_626F8AC7,Nano,5346,LinkedIn,Article,2025-02-17,13700,4812,149,6,13,6,114,5,61203,SALE_8AC7
CMP_202510_B,INF_75DF8049,Mid,105538,YouTube,Short,2025-10-15,46800,135331,3636,123,616,92,4794,173,284189,SALE_8049
CMP_202505_A,INF_9BC1DC3D,Micro,54029,TikTok,Video,2025-05-28,6200,59269,1056,13,158,35,351,8,10588,SALE_DC3D
CMP_202511_B,INF_F0CA0D57,Macro,883409,LinkedIn,Article,2025-11-06,670300,591785,22486,585,1972,2144,11913,656,6316080,SALE_0D57
CMP_202507_C,INF_3510B700,Nano,4340,LinkedIn,Text_Post,2025-07-09,6600,2282,34,0,4,1,50,2,15720,SALE_B700
CMP_202509_A,INF_655A3DE4,Micro,65533,TikTok,Video,2025-09-02,5400,57296,4493,142,275,406,335,5,5353,SALE_3DE4
CMP_202510_C,INF_E76BB3FF,Nano,7493,Instagram,Reel,2025-10-08,1500,5530,380,11,72,14,90,2,2188,SALE_B3FF
CMP_202509_B,INF_8F420B62,Nano,7836,YouTube,Long_Video,2025-09-24,6100,2862,165,5,10,10,116,4,17420,SALE_0B62
CMP_202501_C,INF_0BF344FD,Nano,7304,Instagram,Static_Post,2025-01-18,1000,1475,98,4,9,3,23,0,0,SALE_44FD
CMP_202507_B,INF_5B462551,Micro,77443,TikTok,Video,2025-07-11,14600,34068,582,22,50,48,330,6,5024,SALE_2551
CMP_202506_B,INF_56ED6300,Mid,112495,YouTube,Long_Video,2025-06-15,140200,264856,8377,255,1583,503,8925,346,674168,SALE_6300
CMP_202510_B,INF_FB12C8AA,Micro,79776,LinkedIn,Article,2025-10-09,143100,40792,2183,66,251,162,1012,47,671844,SALE_C8AA
CMP_202503_C,INF_5E01D8FC,Micro,66196,LinkedIn,Article,2025-03-04,48200,16886,439,18,30,38,344,16,151759,SALE_D8FC
CMP_202512_B,INF_475B4B0F,Nano,1459,Instagram,Reel,2025-12-24,200,1044,68,1,3,3,18,0,0,SALE_4B0F
CMP_202511_C,INF_CED7E58D,Micro,14728,YouTube,Long_Video,2025-11-08,10500,34122,818,19,120,62,1103,4,19887,SALE_E58D
CMP_202508_C,INF_2ED2E7A6,Nano,1002,LinkedIn,Article,2025-08-06,2300,657,47,0,3,2,21,1,6502,SALE_E7A6
CMP_202511_C,INF_47CD14EB,Micro,88326,Instagram,Reel,2025-11-05,27400,30560,1933,88,139,157,472,11,23820,SALE_14EB
CMP_202508_A,INF_248CB168,Mid,359108,LinkedIn,Text_Post,2025-08-01,165800,122676,5544,201,372,473,2564,128,1819865,SALE_B168
CMP_202505_B,INF_1EFDAFAD,Nano,8458,TikTok,Video,2025-05-21,500,33878,2697,90,328,175,386,7,8513,SALE_AFAD
CMP_202512_A,INF_2F2BFE90,Micro,28178,YouTube,Short,2025-12-24,5100,13928,894,13,140,35,491,20,91213,SALE_FE90
CMP_202507_A,INF_2B8306EE,Nano,6998,YouTube,Long_Video,2025-07-06,1500,4914,302,8,53,28,136,5,19249,SALE_06EE
CMP_202508_A,INF_6ADA2DAB,Nano,6689,LinkedIn,Article,2025-08-11,2200,11583,246,10,42,5,223,13,124582,SALE_2DAB
CMP_202505_B,INF_07B836F6,Mid,193130,YouTube,Long_Video,2025-05-01,77400,207222,6322,252,1243,292,7034,277,429697,SALE_36F6
CMP_202505_B,INF_319FF355,Mid,305507,LinkedIn,Article,2025-05-09,707800,809564,29975,1259,4952,2152,19835,998,7615701,SALE_F355
CMP_202506_B,INF_9E5B727B,Nano,8003,Instagram,Static_Post,2025-06-30,2700,7177,559,6,45,23,65,1,1176,SALE_727B
CMP_202505_A,INF_26CAF4C2,Nano,8814,LinkedIn,Text_Post,2025-05-18,10300,4655,281,5,44,17,108,5,47555,SALE_F4C2
CMP_202507_A,INF_17329DD2,Mid,110707,LinkedIn,Text_Post,2025-07-07,251800,90227,4778,180,675,127,2270,119,1017338,SALE_9DD2
CMP_202512_B,INF_24E9A3E3,Nano,7840,LinkedIn,Article,2025-12-05,12700,5434,94,1,7,3,115,5,58925,SALE_A3E3
CMP_202505_A,INF_D48C4E77,Micro,38844,YouTube,Long_Video,2025-05-30,15100,8140,185,1,35,6,282,10,41579,SALE_4E77
CMP_202503_C,INF_4FEF329B,Micro,29043,LinkedIn,Text_Post,2025-03-06,34200,13744,265,7,50,11,520,27,319033,SALE_329B
CMP_202511_C,INF_BDFBF6C5,Micro,96082,YouTube,Long_Video,2025-11-12,75800,24093,1216,33,211,42,799,31,121177,SALE_F6C5
CMP_202509_B,INF_85D2EEB8,Nano,9680,LinkedIn,Text_Post,2025-09-30,5800,803,48,2,4,1,27,1,9434,SALE_EEB8
CMP_202510_A,INF_A5341550,Nano,3833,Instagram,Carousel,2025-10-22,600,1992,37,1,5,2,22,0,0,SALE_1550
CMP_202512_B,INF_9BC1DC3D,Micro,54029,YouTube,Short,2025-12-06,57000,116423,859,35,136,68,4552,193,935948,SALE_DC3D
CMP_202501_A,INF_AFFF8E81,Mid,225864,TikTok,Video,2025-01-18,33700,88817,4731,107,374,292,825,12,12522,SALE_8E81
CMP_202503_C,INF_FE0ED7DE,Nano,8799,LinkedIn,Text_Post,2025-03-14,7700,2284,122,3,16,7,42,2,20936,SALE_D7DE
CMP_202506_C,INF_EDA5AB65,Macro,936610,LinkedIn,Article,2025-06-27,1586800,118033,4856,176,713,185,2531,105,1135805,SALE_AB65
CMP_202506_C,INF_265EB59F,Nano,8397,TikTok,Video,2025-06-08,1600,11912,144,6,28,12,88,1,790,SALE_B59F
CMP_202512_B,INF_4806F9E4,Micro,84909,YouTube,Long_Video,2025-12-04,30200,126642,5976,123,382,336,4122,166,797805,SALE_F9E4
CMP_202505_B,INF_AB3C8E86,Nano,9690,LinkedIn,Text_Post,2025-05-25,5300,6746,451,17,74,44,125,6,36595,SALE_8E86
CMP_202505_C,INF_27A031D6,Macro,576668,LinkedIn,Text_Post,2025-05-20,579300,230885,3830,105,612,147,4433,20,125364,SALE_31D6
CMP_202507_C,INF_845AE1B9,Micro,63233,Instagram,Static_Post,2025-07-10,23000,69788,1664,31,204,60,1292,26,34110,SALE_E1B9
CMP_202506_C,INF_28BE5987,Mid,143288,LinkedIn,Article,2025-06-01,99800,275971,4321,60,739,378,6398,268,2156234,SALE_5987
CMP_202501_A,INF_195EA3F5,Micro,96168,Instagram,Carousel,2025-01-09,32700,61325,3965,173,594,153,1061,18,14530,SALE_A3F5
CMP_202504_B,INF_3FD277E2,Nano,1004,Instagram,Static_Post,2025-04-14,200,513,9,0,0,0,7,0,0,SALE_77E2
CMP_202503_C,INF_D4790C0B,Micro,14308,YouTube,Short,2025-03-28,11900,8474,397,4,64,9,315,12,37727,SALE_0C0B
CMP_202508_A,INF_ED8C05C8,Micro,44060,TikTok,Video,2025-08-01,7200,9983,407,7,37,12,171,3,2927,SALE_05C8
CMP_202510_B,INF_239A29E7,Nano,7386,Instagram,Reel,2025-10-12,4100,2085,146,1,11,10,30,0,0,SALE_29E7
CMP_202510_A,INF_FB953A57,Micro,54424,LinkedIn,Article,2025-10-16,140400,156348,7324,316,1315,366,3514,172,1530632,SALE_3A57
CMP_202512_C,INF_987468DD,Micro,35220,YouTube,Short,2025-12-19,64900,93613,1954,47,333,92,2714,10,43389,SALE_68DD
CMP_202510_C,INF_0BF344FD,Nano,7304,LinkedIn,Article,2025-10-21,4900,16330,921,33,70,65,448,21,216594,SALE_44FD
CMP_202501_C,INF_B3D6E5C3,Nano,4169,YouTube,Long_Video,2025-01-20,1700,2047,72,1,7,4,84,0,0,SALE_E5C3
CMP_202510_C,INF_AB76469B,Mid,237750,YouTube,Short,2025-10-15,189500,135468,5414,111,1006,380,5743,202,400163,SALE_469B
CMP_202508_A,INF_96506EA8,Nano,3861,Instagram,Story,2025-08-16,1200,3316,139,1,23,3,59,1,999,SALE_6EA8
CMP_202504_B,INF_F63367E9,Nano,7917,TikTok,Video,2025-04-27,400,1837,108,2,18,4,16,0,0,SALE_67E9
CMP_202507_B,INF_987468DD,Micro,35220,TikTok,Video,2025-07-14,2100,284978,8359,84,952,325,2351,31,42221,SALE_68DD
CMP_202503_B,INF_7F458F13,Mid,148358,LinkedIn,Text_Post,2025-03-09,99400,91781,2777,65,232,234,1655,77,479724,SALE_8F13
CMP_202507_A,INF_D289F836,Nano,8905,Instagram,Static_Post,2025-07-24,3300,1117,87,3,11,5,13,0,0,SALE_F836
CMP_202511_B,INF_45F9D2BF,Micro,17037,YouTube,Short,2025-11-09,8800,5091,359,5,34,32,210,7,14226,SALE_D2BF
CMP_202505_A,INF_75C5ABEF,Nano,5159,Instagram,Static_Post,2025-05-10,200,3375,66,2,5,5,21,0,0,SALE_ABEF
CMP_202504_B,INF_23C2E20D,Mid,113704,YouTube,Long_Video,2025-04-28,91700,1080204,37386,1326,2414,1844,40266,1742,5827471,SALE_E20D
CMP_202507_B,INF_86EA6E8D,Nano,1558,Instagram,Static_Post,2025-07-23,500,4656,183,2,30,4,48,1,1868,SALE_6E8D
CMP_202507_A,INF_C07ACE20,Nano,4958,LinkedIn,Text_Post,2025-07-05,2000,5875,153,7,23,7,97,5,52371,SALE_CE20
CMP_202509_A,INF_9771B250,Micro,66983,LinkedIn,Article,2025-09-05,61900,57119,3873,165,528,194,1402,74,762469,SALE_B250
CMP_202503_C,INF_4CA220CC,Mega,1152498,TikTok,Video,2025-03-03,136700,194044,5869,162,716,317,2547,44,65244,SALE_20CC
CMP_202506_B,INF_FA10AD73,Micro,41870,Instagram,Story,2025-06-03,25000,2772,42,1,6,3,38,0,0,SALE_AD73
CMP_202511_A,INF_75CE9671,Nano,9809,YouTube,Long_Video,2025-11-16,2600,4211,223,4,15,6,126,4,10628,SALE_9671
CMP_202504_A,INF_A516B5F2,Nano,8179,Instagram,Carousel,2025-04-05,1000,20509,776,37,64,65,315,6,5868,SALE_B5F2
CMP_202501_B,INF_3023F94F,Micro,31039,LinkedIn,Text_Post,2025-01-04,30700,13043,408,4,54,8,277,15,193422,SALE_F94F
CMP_202504_B,INF_8B7EEC30,Micro,65887,TikTok,Video,2025-04-13,13100,14059,594,18,80,55,81,1,549,SALE_EC30
CMP_202512_C,INF_08B78123,Macro,897323,Instagram,Reel,2025-12-08,329700,195858,4436,211,351,319,3545,60,74908,SALE_8123
CMP_202512_A,INF_210DADC6,Nano,5932,LinkedIn,Text_Post,2025-12-09,4900,1379,45,1,7,3,18,0,0,SALE_ADC6
CMP_202506_A,INF_2D67E136,Micro,31258,LinkedIn,Text_Post,2025-06-26,35100,24456,1944,79,100,148,605,28,411258,SALE_E136
CMP_202507_B,INF_7A72DA3F,Micro,49667,Instagram,Static_Post,2025-07-28,21600,41558,2699,71,199,243,759,20,29472,SALE_DA3F
CMP_202511_C,INF_2BB07C13,Mid,496043,TikTok,Video,2025-11-29,22600,107382,2866,52,260,71,1697,25,14787,SALE_7C13
CMP_202509_B,INF_9A366EF9,Micro,10186,Instagram,Story,2025-09-25,3000,4115,327,6,58,19,82,1,910,SALE_6EF9
CMP_202507_C,INF_CFF1AA6C,Mid,170493,TikTok,Video,2025-07-03,62700,76154,2124,89,333,175,1246,23,16288,SALE_AA6C
CMP_202509_C,INF_5E490B28,Nano,8797,LinkedIn,Text_Post,2025-09-29,14900,5070,169,8,21,8,124,7,84357,SALE_0B28
CMP_202510_C,INF_1BAC555C,Micro,48291,YouTube,Long_Video,2025-10-17,33400,28170,1953,67,200,178,846,3,7504,SALE_555C
CMP_202507_A,INF_DDB6EA64,Micro,45265,YouTube,Long_Video,2025-07-02,18100,58581,1915,50,206,167,2466,119,420397,SALE_EA64
CMP_202511_A,INF_E0D6A594,Micro,25121,TikTok,Video,2025-11-06,2300,30283,348,15,18,17,32,0,0,SALE_A594
CMP_202508_A,INF_55E0E0A8,Mid,497115,TikTok,Video,2025-08-17,84600,213309,3394,165,390,264,1223,15,14093,SALE_E0A8
CMP_202512_B,INF_AC56E5B1,Micro,72466,Instagram,Static_Post,2025-12-23,13500,66867,1588,68,111,47,605,9,15108,SALE_E5B1
CMP_202502_C,INF_B9C921FB,Micro,82508,LinkedIn,Text_Post,2025-02-08,83100,19459,527,7,29,29,326,19,190670,SALE_21FB
CMP_202505_B,INF_CD93A656,Nano,7939,LinkedIn,Article,2025-05-18,13300,6438,135,6,20,10,160,8,94631,SALE_A656
CMP_202507_C,INF_393A4755,Nano,3047,TikTok,Video,2025-07-02,700,2373,111,1,15,3,36,0,0,SALE_4755
CMP_202504_A,INF_ECEF44B5,Nano,2075,YouTube,Long_Video,2025-04-17,1300,1925,57,1,11,2,74,3,8152,SALE_44B5
CMP_202506_A,INF_844D6A40,Macro,996481,LinkedIn,Text_Post,2025-06-02,2654300,580394,26249,522,1786,1412,8358,41,533437,SALE_6A40
CMP_202502_C,INF_A516B5F2,Nano,8179,TikTok,Video,2025-02-15,1900,4066,315,15,32,18,27,0,0,SALE_B5F2
CMP_202508_A,INF_984CF370,Micro,65096,Instagram,Reel,2025-08-01,25100,96404,7703,238,756,489,1699,29,71125,SALE_F370
CMP_202510_C,INF_6A14E602,Micro,42170,TikTok,Video,2025-10-17,4500,17169,243,10,27,15,56,0,0,SALE_E602
CMP_202509_A,INF_4242B355,Nano,7359,TikTok,Video,2025-09-03,300,3507,57,0,4,3,58,0,0,SALE_B355
CMP_202506_C,INF_CE4A8048,Nano,4833,YouTube,Long_Video,2025-06-01,1500,10351,450,22,23,19,366,12,54246,SALE_8048
CMP_202509_A,INF_FDE105E0,Nano,9011,Instagram,Static_Post,2025-09-12,600,5626,186,5,14,15,58,1,1899,SALE_05E0
CMP_202501_B,INF_9EF163FD,Mega,1179746,LinkedIn,Text_Post,2025-01-03,738900,183548,5919,290,1076,211,4429,21,144798,SALE_63FD
CMP_202504_A,INF_A086CC7C,Mid,431201,LinkedIn,Article,2025-04-19,623500,160562,7599,89,761,334,3223,171,1897412,SALE_CC7C
CMP_202504_C,INF_E76BB3FF,Nano,7493,LinkedIn,Text_Post,2025-04-30,7800,4049,149,2,16,2,106,0,0,SALE_B3FF
CMP_202506_B,INF_BAA6DF36,Micro,69655,LinkedIn,Text_Post,2025-06-20,87300,32440,1875,42,367,139,579,29,394212,SALE_DF36
CMP_202510_C,INF_7798221B,Nano,5448,YouTube,Long_Video,2025-10-25,5700,1272,20,0,3,1,56,2,3231,SALE_221B
CMP_202510_A,INF_DDB6EA64,Micro,45265,TikTok,Video,2025-10-13,8200,10642,603,9,57,36,10,0,0,SALE_EA64
CMP_202508_C,INF_A4754934,Micro,20658,Instagram,Carousel,2025-08-22,3900,23537,1473,55,123,122,235,5,5336,SALE_4934
CMP_202501_B,INF_AF8C1AF9,Mid,299629,TikTok,Video,2025-01-18,65500,128099,1776,62,314,167,1901,18,24110,SALE_1AF9
CMP_202511_A,INF_FB12C8AA,Micro,79776,Instagram,Static_Post,2025-11-19,21500,38932,946,32,59,52,859,20,17367,SALE_C8AA
CMP_202507_C,INF_8FFBBCFD,Micro,93431,LinkedIn,Text_Post,2025-07-11,82600,45937,853,34,90,41,1098,60,392743,SALE_BCFD
CMP_202505_C,INF_24339178,Mid,118024,LinkedIn,Article,2025-05-09,102600,74230,5030,119,353,446,1716,78,545306,SALE_9178
CMP_202502_A,INF_8A686940,Micro,92678,TikTok,Video,2025-02-11,15100,69910,3524,64,349,201,1204,20,11979,SALE_6940
CMP_202507_A,INF_B88B14EF,Mid,465586,YouTube,Short,2025-07-06,156800,183906,4556,74,231,304,6205,272,1015050,SALE_14EF
CMP_202510_C,INF_289C3DC2,Nano,5439,Instagram,Static_Post,2025-10-14,2200,840,22,0,2,1,15,0,0,SALE_3DC2
CMP_202507_C,INF_4044D3B2,Nano,8095,Instagram,Reel,2025-07-13,700,3241,85,1,13,5,47,0,0,SALE_D3B2
CMP_202511_B,INF_84F02417,Nano,9881,TikTok,Video,2025-11-05,700,4611,309,11,26,6,17,0,0,SALE_2417
CMP_202511_A,INF_17329DD2,Mid,110707,Instagram,Reel,2025-11-30,18200,532494,25231,681,3581,634,5438,91,193781,SALE_9DD2
CMP_202501_A,INF_C976C09C,Micro,99075,Instagram,Reel,2025-01-08,27000,32604,2342,111,448,81,460,9,20145,SALE_C09C
CMP_202511_A,INF_3C00544B,Micro,35267,TikTok,Video,2025-11-26,3000,19185,997,25,170,41,232,3,2100,SALE_544B
CMP_202512_C,INF_89114FBF,Mid,119031,TikTok,Video,2025-12-17,19600,46870,3629,156,191,248,323,4,5435,SALE_4FBF
CMP_202502_C,INF_26691DC8,Mid,196093,YouTube,Long_Video,2025-02-28,87600,54735,3484,141,466,323,2421,7,19393,SALE_1DC8
CMP_202511_A,INF_99D0471A,Macro,694003,LinkedIn,Text_Post,2025-11-09,570900,178029,6464,249,919,353,2797,158,868959,SALE_471A
CMP_202503_A,INF_8ED07674,Micro,12505,LinkedIn,Text_Post,2025-03-18,8400,7757,434,12,43,11,138,7,87065,SALE_7674
CMP_202504_B,INF_6F08BCB8,Nano,3153,LinkedIn,Text_Post,2025-04-17,6000,257,3,0,0,0,2,0,0,SALE_BCB8
CMP_202507_A,INF_639AC1AD,Nano,1137,LinkedIn,Article,2025-07-04,600,759,28,0,4,1,24,0,0,SALE_C1AD
CMP_202511_B,INF_984CF370,Micro,65096,TikTok,Video,2025-11-22,4200,129262,1536,23,301,68,435,1,988,SALE_F370
CMP_202504_B,INF_8ED07674,Micro,12505,TikTok,Video,2025-04-03,700,8074,370,13,25,25,108,0,0,SALE_7674
CMP_202505_A,INF_EB0F0081,Micro,40913,YouTube,Short,2025-05-31,20600,63380,4710,114,537,348,2139,79,162165,SALE_0081
CMP_202506_B,INF_108FD284,Mid,368683,YouTube,Long_Video,2025-06-02,622300,88078,2594,62,430,124,3822,13,46105,SALE_D284
CMP_202512_C,INF_B92619EC,Nano,3390,LinkedIn,Text_Post,2025-12-14,1700,2403,49,1,5,2,57,3,15154,SALE_19EC
CMP_202501_B,INF_5A2F44E3,Nano,7893,Instagram,Reel,2025-01-30,2400,11884,868,27,129,64,233,5,10307,SALE_44E3
CMP_202503_B,INF_B8322F4D,Mega,1094301,Instagram,Carousel,2025-03-04,564900,216519,7299,305,872,276,4009,81,192813,SALE_2F4D
CMP_202509_B,INF_904C3421,Micro,95755,LinkedIn,Article,2025-09-28,181700,22834,1737,75,182,44,279,13,108486,SALE_3421
CMP_202505_B,INF_C4FFC7BD,Nano,3131,Instagram,Static_Post,2025-05-27,1200,2664,151,1,9,7,2,0,0,SALE_C7BD
CMP_202510_B,INF_8740C4D9,Macro,703042,TikTok,Video,2025-10-12,51800,494981,13162,622,1631,1062,6193,135,148896,SALE_C4D9
CMP_202512_C,INF_C1D34299,Nano,5979,LinkedIn,Text_Post,2025-12-08,4200,16264,558,27,71,25,252,12,114718,SALE_4299
CMP_202506_B,INF_84F02417,Nano,9881,Instagram,Story,2025-06-24,2400,14289,889,20,123,58,179,4,5479,SALE_2417
CMP_202508_A,INF_845AE1B9,Micro,63233,TikTok,Video,2025-08-18,3800,106409,2900,62,432,60,756,10,7009,SALE_E1B9
CMP_202505_B,INF_BD967C7E,Nano,2168,Instagram,Story,2025-05-09,400,894,42,1,6,2,9,0,0,SALE_7C7E
CMP_202509_A,INF_9E5B727B,Nano,8003,TikTok,Video,2025-09-01,1000,159761,1801,20,166,102,1438,17,17644,SALE_727B
CMP_202508_B,INF_93A05D0A,Micro,26418,YouTube,Short,2025-08-19,30000,11508,503,14,100,23,480,18,51078,SALE_5D0A
CMP_202505_B,INF_5114EF84,Micro,62213,YouTube,Long_Video,2025-05-15,16800,76779,2494,74,294,150,3346,104,163859,SALE_EF84
CMP_202506_C,INF_0F3F0AF9,Nano,5917,YouTube,Long_Video,2025-06-23,2100,7268,354,12,23,10,347,1,2720,SALE_0AF9
CMP_202508_A,INF_6C5474AA,Mid,103497,LinkedIn,Article,2025-08-30,241200,42116,3324,62,615,318,1072,53,498123,SALE_74AA
CMP_202509_A,INF_1E0DA6C4,Micro,37516,TikTok,Video,2025-09-02,10900,45488,501,9,61,47,45,0,0,SALE_A6C4
CMP_202507_C,INF_7619B91C,Nano,7587,YouTube,Short,2025-07-08,5200,5056,103,2,19,6,166,7,32722,SALE_B91C
CMP_202509_C,INF_E44B1EF8,Micro,15032,Instagram,Static_Post,2025-09-14,3000,27420,932,32,135,46,477,11,11565,SALE_1EF8
CMP_202504_A,INF_283B97DA,Micro,61642,TikTok,Video,2025-04-08,8300,106307,4369,124,694,361,415,7,10071,SALE_97DA
CMP_202501_B,INF_50CB35BD,Micro,46435,LinkedIn,Text_Post,2025-01-24,66100,6917,302,10,56,26,138,8,57235,SALE_35BD
CMP_202508_A,INF_E7E4AD08,Nano,6554,Instagram,Reel,2025-08-05,2300,2564,151,3,21,7,45,0,0,SALE_AD08
CMP_202506_C,INF_71345DED,Macro,913444,TikTok,Video,2025-06-08,71900,1122281,20310,929,1733,1273,8070,145,93414,SALE_5DED
CMP_202506_A,INF_820BD992,Mid,410884,LinkedIn,Article,2025-06-10,368900,372156,15522,372,1579,1288,11158,649,4419390,SALE_D992
CMP_202501_A,INF_2C4B1211,Micro,49000,LinkedIn,Article,2025-01-10,16400,35472,882,20,128,37,438,26,378663,SALE_1211
CMP_202511_B,INF_04688510,Micro,62027,Instagram,Carousel,2025-11-28,8800,31990,1577,22,96,144,581,13,10570,SALE_8510
CMP_202504_C,INF_22BBAC69,Micro,73947,YouTube,Long_Video,2025-04-20,30400,25228,1352,63,96,133,886,39,142118,SALE_AC69
CMP_202502_C,INF_987468DD,Micro,35220,LinkedIn,Article,2025-02-06,35900,169922,4895,142,825,308,4526,247,1576558,SALE_68DD
CMP_202506_C,INF_E3A027C8,Nano,1108,Instagram,Reel,2025-06-10,200,905,25,0,1,0,16,0,0,SALE_27C8
CMP_202504_A,INF_7732F993,Nano,6675,Instagram,Story,2025-04-15,900,2991,118,3,12,5,55,1,1670,SALE_F993
CMP_202503_C,INF_1C5FE61D,Micro,27128,YouTube,Short,2025-03-01,17200,15411,385,5,19,29,527,19,51704,SALE_E61D
CMP_202511_C,INF_8F420B62,Nano,7836,YouTube,Long_Video,2025-11-08,8400,5656,338,12,46,16,201,8,24502,SALE_0B62
CMP_202505_C,INF_58087802,Mid,248732,LinkedIn,Article,2025-05-24,414500,417428,15219,259,1478,1183,9481,534,4475875,SALE_7802
CMP_202501_B,INF_7C727346,Micro,83765,LinkedIn,Text_Post,2025-01-29,98300,15141,404,13,46,9,322,14,127417,SALE_7346
CMP_202505_B,INF_15E0080A,Nano,8408,YouTube,Short,2025-05-29,3800,2359,110,5,12,7,77,3,13598,SALE_080A
CMP_202507_B,INF_A0AC00CC,Macro,971028,TikTok,Video,2025-07-04,69800,258236,6119,222,1150,451,3326,56,64659,SALE_00CC
CMP_202507_C,INF_E50AFA08,Nano,1540,LinkedIn,Text_Post,2025-07-24,1700,873,19,0,3,1,19,0,0,SALE_FA08
CMP_202503_B,INF_DC196F2D,Mid,193640,YouTube,Long_Video,2025-03-07,85600,514745,15485,279,2828,1095,16126,716,2658852,SALE_6F2D
CMP_202508_C,INF_D68C6C1C,Micro,86892,LinkedIn,Text_Post,2025-08-21,109000,52566,3446,141,627,123,606,31,313723,SALE_6C1C
CMP_202508_B,INF_AF1B826F,Micro,50706,LinkedIn,Text_Post,2025-08-30,47500,8349,500,5,53,27,254,1,7885,SALE_826F
CMP_202508_B,INF_08B78123,Macro,897323,Instagram,Reel,2025-08-05,119100,116388,1093,24,184,34,2038,53,62274,SALE_8123
CMP_202507_B,INF_1BC2B5F5,Micro,31685,Instagram,Static_Post,2025-07-07,6600,12747,415,10,29,28,195,4,9929,SALE_B5F5
